ENTREZ GENE ID	GENE SYMBOL	number of EXPERIMENT	Chronic lymphocytic leukemia cells	Prostate cancer cells	Colorectal cancer cells	Osteosarcoma cells	Ovarian cancer cells 	Neuroblastoma cells	Breast cancer cells	Brain cancer cells	Kidney cancer cells	Leukemia cells	Ovarian cancer cells	Glioblastoma cells	Placenta choriocarcinoma cells	Bladder cancer cells	Astrocytoma cells	Duodenal cancer cells	Lung cancer cells	Squamous carcinoma cells	Cervix carcinoma cells	Osteoblasts	Glioma cells	Nasopharyngeal carcinoma cells	Mesothelioma cells	Cholangiocarcinoma cells	Transitional carcinoma cells	Pancreatic adenocarcinoma cells	Stomach cancer cells	Hepatoma cells	Epidermoid carcinoma cells	Monocytic leukemia cells	Myeloid leukemia cells	Testicular cancer cells	Pancreatic cancer cells
10124	ARL4A	25	0	0	6	0	0	0	0	3	4	5	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10134	BCAP31	25	0	0	9	0	2	0	3	2	2	0	4	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10204	NUTF2	25	2	0	8	0	0	0	2	1	3	3	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10247	HRSP12	25	0	0	8	0	0	0	3	5	3	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10449	ACAA2	25	1	1	10	0	2	0	1	1	2	1	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10490	VTI1B	25	0	0	1	0	2	0	3	4	1	3	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10617	STAMBP	25	0	0	8	0	0	0	2	1	3	2	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10642	IGF2BP1	25	0	0	2	0	0	1	4	1	4	3	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10643	IGF2BP3	25	0	0	3	0	2	1	3	0	4	2	4	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10657	KHDRBS1	25	1	1	1	0	2	0	1	5	3	2	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10695	CNPY3	25	0	2	5	0	0	0	1	4	6	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10844	TUBGCP2	25	0	0	6	0	2	0	1	4	3	1	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10921	RNPS1	25	0	1	8	0	0	0	0	1	2	5	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11093	ADAMTS13	25	0	2	5	0	0	1	1	2	4	2	4	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11120	BTN2A1	25	0	2	3	0	2	0	2	1	1	2	7	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11164	NUDT5	25	0	1	9	0	2	0	4	1	2	0	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22907	DHX30	25	1	1	8	0	0	0	2	3	1	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22934	RPIA	25	0	1	9	0	0	0	0	1	1	1	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23154	NCDN	25	1	0	8	0	0	0	0	5	2	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23184	MESDC2	25	0	2	6	0	0	0	5	4	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23549	DNPEP	25	1	0	11	0	2	0	1	1	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23729	SHPK	25	0	0	5	0	2	0	1	1	5	4	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25804	LSM4	25	0	1	5	0	0	0	1	5	2	3	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25816	TNFAIP8	25	4	1	1	0	0	0	3	3	3	2	4	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27068	PPA2	25	1	1	5	0	2	0	2	3	4	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28985	MCTS1	25	1	0	7	0	2	0	3	3	3	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29088	MRPL15	25	0	2	6	0	0	0	2	5	1	5	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29924	EPN1	25	0	0	10	0	0	0	2	1	5	2	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50484	RRM2B	25	0	1	7	0	0	0	2	2	4	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51015	ISOC1	25	0	2	10	0	0	0	2	2	1	2	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51181	DCXR	25	0	2	1	0	2	0	4	4	4	2	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51202	DDX47	25	0	1	6	0	2	0	2	1	3	3	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51337	THEM6	25	0	1	7	0	0	0	2	4	4	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51454	GULP1	25	0	1	4	0	0	0	3	2	5	3	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51495	PTPLAD1	25	0	0	7	0	2	2	1	4	1	2	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54888	NSUN2	25	0	0	1	0	0	0	1	3	6	3	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54910	SEMA4C	25	0	1	5	0	0	0	1	4	3	3	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54976	C20orf27	25	0	0	3	0	0	0	2	2	4	2	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55210	ATAD3A	25	0	0	4	0	0	0	3	2	5	1	5	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55666	NPLOC4	25	1	0	0	0	0	1	2	2	2	2	7	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55830	GLT8D1	25	0	1	1	0	2	0	5	1	4	3	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55843	ARHGAP15	25	0	1	6	0	0	0	2	5	1	3	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55860	ACTR10	25	0	0	7	0	2	0	2	4	2	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55890	GPRC5C	25	0	5	5	0	0	0	1	2	5	1	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55968	NSFL1C	25	0	2	9	0	2	0	2	3	2	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56241	SUSD2	25	0	2	3	0	2	0	3	3	1	2	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56903	PAPOLB	25	0	1	1	0	0	0	3	3	5	3	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57128	LYRM4	25	0	0	6	0	0	0	3	4	1	3	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57130	ATP13A1	25	1	1	6	0	0	1	1	3	5	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57486	NLN	25	1	0	2	0	0	0	2	6	0	3	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58490	RPRD1B	25	0	0	5	0	0	0	2	5	1	2	5	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58527	ABRACL	25	0	1	7	0	0	0	2	2	3	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60314	C12orf10	25	0	0	10	0	0	0	1	1	1	2	4	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63893	UBE2O	25	0	0	5	0	2	0	2	2	3	3	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64083	GOLPH3	25	1	0	7	0	0	0	3	3	2	2	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64856	VWA1	25	0	1	3	0	2	0	0	3	4	2	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65985	AACS	25	0	1	7	0	0	0	1	2	3	4	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81553	FAM49A	25	0	0	6	0	2	0	3	1	4	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83939	EIF2A	25	1	0	8	0	0	0	1	1	4	4	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84262	PSMG3	25	0	0	6	0	0	0	3	0	4	3	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85377	MICALL1	25	0	2	4	0	0	0	1	3	2	2	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93436	ARMC6	25	0	0	8	0	0	0	2	0	3	1	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123879	DCUN1D3	25	0	0	8	0	0	0	4	2	5	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140894	C20orf152	25	0	0	6	0	0	0	2	1	6	3	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147111	NOTUM	25	0	0	9	0	0	0	2	3	4	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147372	CCBE1	25	0	1	5	0	0	0	4	3	2	2	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151887	CCDC80	25	0	0	1	0	0	1	1	4	3	2	6	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196374	KRT78	25	0	1	11	0	0	0	2	2	3	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261726	TIPRL	25	0	1	7	0	2	0	3	3	3	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388564	TMEM238	25	0	1	3	0	0	0	3	2	4	3	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100302736	TMED7-TICAM2	25	0	0	4	0	0	0	2	3	5	3	5	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	ACAT1	24	1	0	5	0	0	0	2	4	2	2	3	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	ACO1	24	0	0	9	0	2	0	1	1	1	1	4	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	ACY1	24	0	0	9	0	0	0	0	2	3	5	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	JAG1	24	0	1	10	0	2	0	2	1	0	1	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291	SLC25A4	24	0	0	9	0	0	0	0	4	4	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	ANXA13	24	0	0	9	0	0	0	0	3	1	1	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
596	BCL2	24	1	0	4	0	0	0	0	3	4	3	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
752	FMNL1	24	3	1	2	0	0	0	2	0	4	2	3	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
760	CA2	24	1	0	9	0	2	0	0	1	1	2	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
810	CALML3	24	0	1	3	0	0	0	2	0	3	4	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
822	CAPG	24	2	2	3	0	2	0	2	3	1	0	7	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1200	TPP1	24	1	1	3	0	2	0	5	1	1	2	5	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1212	CLTB	24	0	0	7	0	2	0	2	0	4	0	6	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1382	CRABP2	24	0	1	7	0	0	1	2	2	4	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1478	CSTF2	24	0	1	4	0	0	0	2	5	2	2	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1632	ECI1	24	0	0	7	0	0	0	3	2	5	2	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1687	DFNA5	24	0	0	4	0	2	0	2	0	1	4	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1793	DOCK1	24	0	0	8	0	2	0	2	3	2	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2131	EXT1	24	0	1	3	0	0	0	1	2	1	3	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2170	FABP3	24	0	0	5	0	0	0	1	5	3	5	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2535	FZD2	24	0	0	5	0	2	0	3	1	1	3	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2720	GLB1	24	1	1	6	0	0	1	1	2	4	1	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2730	GCLM	24	0	1	4	0	2	0	3	1	2	0	6	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2745	GLRX	24	1	0	9	0	0	0	0	3	2	1	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2823	GPM6A	24	0	0	1	0	0	0	0	2	4	0	4	4	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2886	GRB7	24	0	1	6	0	0	0	1	3	1	4	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2935	GSPT1	24	0	1	6	0	0	0	2	0	3	2	6	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3008	HIST1H1E	24	0	1	14	0	2	0	0	0	0	0	0	0	0	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3013	HIST1H2AD	24	0	8	9	0	0	0	0	0	0	4	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3046	HBE1	24	0	2	3	0	0	0	0	1	2	5	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3064	HTT	24	0	1	8	0	0	1	2	0	0	4	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3068	HDGF	24	0	0	6	0	2	0	2	4	4	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3125	HLA-DRB3	24	4	1	3	0	0	0	3	1	4	3	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3240	HP	24	2	0	5	0	0	0	1	3	1	3	3	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3430	IFI35	24	1	0	5	0	0	0	3	3	1	2	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3895	KTN1	24	0	2	4	0	2	0	1	1	2	0	7	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4008	LMO7	24	0	2	2	0	0	0	4	4	2	4	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4131	MAP1B	24	0	1	6	0	0	1	3	1	2	1	3	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4173	MCM4	24	2	1	5	0	2	0	2	0	0	1	5	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4249	MGAT5	24	1	3	6	0	0	0	2	3	3	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4255	MGMT	24	0	0	4	0	0	0	3	3	2	4	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4327	MMP19	24	0	1	3	0	0	0	1	3	4	4	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4542	MYO1F	24	0	2	9	0	0	0	1	1	5	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4585	MUC4	24	0	0	3	0	0	0	0	3	4	2	5	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4600	MX2	24	0	1	7	0	0	0	2	4	1	2	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4650	MYO9B	24	0	0	5	0	0	0	0	1	4	2	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4710	NDUFB4	24	0	0	3	0	0	0	1	2	5	3	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4815	NINJ2	24	1	0	5	0	0	0	2	3	4	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4925	NUCB2	24	0	0	5	0	2	0	2	4	4	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4948	OCA2	24	0	2	5	0	0	0	0	4	2	3	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5169	ENPP3	24	0	0	5	0	0	0	2	1	5	4	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5347	PLK1	24	0	1	8	0	0	0	1	1	4	4	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5364	PLXNB1	24	0	0	7	0	2	0	2	1	1	3	4	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5430	POLR2A	24	0	1	5	0	2	0	1	0	1	4	5	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5447	POR	24	0	1	9	0	2	0	1	0	2	4	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5516	PPP2CB	24	1	1	13	0	0	0	2	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5531	PPP4C	24	1	1	5	0	0	0	2	1	1	4	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5573	PRKAR1A	24	0	0	6	0	2	0	1	0	1	2	7	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5586	PKN2	24	0	0	9	0	2	0	0	2	1	2	2	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5602	MAPK10	24	0	2	6	0	0	0	2	1	2	2	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5757	PTMA	24	3	1	2	0	0	0	4	4	1	3	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5764	PTN	24	0	1	2	0	0	0	1	1	4	2	6	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5777	PTPN6	24	4	0	6	0	0	0	1	2	1	5	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5860	QDPR	24	0	0	8	0	0	0	4	5	0	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6272	SORT1	24	0	0	3	1	2	0	3	4	3	2	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6397	SEC14L1	24	0	0	5	0	0	0	1	4	5	5	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6515	SLC2A3	24	1	0	13	0	0	0	2	0	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6601	SMARCC2	24	0	1	2	0	2	0	0	3	0	4	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6612	SUMO3	24	0	4	5	0	0	0	0	4	2	2	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6642	SNX1	24	1	0	4	0	2	0	3	0	4	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6678	SPARC	24	0	0	2	0	0	0	3	5	1	2	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6780	STAU1	24	0	2	2	0	2	0	3	2	2	2	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6876	TAGLN	24	0	1	5	0	0	0	4	2	3	1	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6917	TCEA1	24	0	0	2	0	2	0	3	3	1	3	5	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7186	TRAF2	24	0	1	2	0	0	0	0	3	2	3	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7353	UFD1L	24	0	2	4	0	0	0	2	3	6	0	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7389	UROD	24	1	1	3	0	2	0	2	3	4	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7555	CNBP	24	0	1	3	0	0	0	1	1	2	4	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8175	SF3A2	24	1	1	3	0	2	0	2	1	4	2	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8192	CLPP	24	1	1	6	0	0	0	0	2	3	3	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8324	FZD7	24	0	0	6	0	2	0	2	2	3	1	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8612	PPAP2C	24	0	0	10	0	0	0	3	2	0	3	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8614	STC2	24	0	2	5	0	0	0	3	4	2	2	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8692	HYAL2	24	0	0	4	0	2	0	2	1	6	2	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8724	SNX3	24	0	2	1	0	2	0	4	4	0	3	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8828	NRP2	24	0	0	3	0	0	0	1	5	3	1	0	2	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8883	NAE1	24	1	0	7	0	2	0	0	3	3	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9217	VAPB	24	0	0	7	0	2	0	2	3	2	3	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9528	TMEM59	24	0	0	3	0	0	0	1	2	1	3	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9652	TTC37	24	0	0	10	0	2	0	3	0	2	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9806	SPOCK2	24	0	7	2	0	0	0	0	3	4	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9908	G3BP2	24	1	2	0	0	2	0	1	3	2	0	4	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9945	GFPT2	24	0	0	14	0	0	0	2	0	1	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10142	AKAP9	24	0	0	6	0	0	0	3	2	2	2	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10205	MPZL2	24	0	1	11	0	0	0	2	0	1	3	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10212	DDX39A	24	0	3	7	0	0	0	1	0	2	3	5	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10228	STX6	24	1	1	3	0	2	0	3	3	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10286	BCAS2	24	0	1	2	0	0	0	4	3	2	3	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10313	RTN3	24	0	6	2	0	0	0	2	2	1	2	3	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10423	CDIPT	24	0	0	8	0	0	0	0	3	2	2	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10581	IFITM2	24	4	0	4	0	0	0	2	4	1	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10659	CELF2	24	1	0	3	0	0	0	3	4	3	3	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10772	SRSF10	24	0	0	8	0	0	0	4	2	2	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10797	MTHFD2	24	0	0	3	0	0	0	2	5	2	3	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10857	PGRMC1	24	0	0	3	0	2	1	2	0	4	1	5	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10916	MAGED2	24	0	1	8	0	2	0	2	2	1	1	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
