case_id	cohort	tumor	TN
PDCKU_PDAC196	PDCKU	1	Tumor
PDCKU_PDAC051	PDCKU	1	Tumor
PDCKU_PDAC144	PDCKU	1	Tumor
PDCKU_PDAC031	PDCKU	1	Tumor
PDCKU_PDAC018	PDCKU	1	Tumor
PDCKU_PDAC139	PDCKU	1	Tumor
PDCKU_PDAC055	PDCKU	1	Tumor
PDCKU_PDAC021	PDCKU	1	Tumor
PDCKU_PDAC038	PDCKU	1	Tumor
PDCKU_PDAC170	PDCKU	1	Tumor
PDCKU_PDAC183	PDCKU	1	Tumor
PDCKU_PDAC160	PDCKU	1	Tumor
PDCKU_PDAC020	PDCKU	1	Tumor
PDCKU_PDAC156	PDCKU	1	Tumor
PDCKU_PDAC193	PDCKU	1	Tumor
PDCKU_PDAC049	PDCKU	1	Tumor
PDCKU_PDAC110	PDCKU	1	Tumor
PDCKU_PDAC042	PDCKU	1	Tumor
PDCKU_PDAC114	PDCKU	1	Tumor
PDCKU_PDAC198	PDCKU	1	Tumor
PDCKU_PDAC154	PDCKU	1	Tumor
PDCKU_PDAC168	PDCKU	1	Tumor
PDCKU_PDAC169	PDCKU	1	Tumor
PDCKU_PDAC152	PDCKU	1	Tumor
PDCKU_PDAC234	PDCKU	1	Tumor
PDCKU_PDAC277	PDCKU	1	Tumor
PDCKU_PDAC257	PDCKU	1	Tumor
PDCKU_PDAC271	PDCKU	1	Tumor
PDCKU_PDAC268	PDCKU	1	Tumor
PDCKU_PDAC247	PDCKU	1	Tumor
PDCKU_PDAC249	PDCKU	1	Tumor
PDCKU_PDAC260	PDCKU	1	Tumor
PDCKU_PDAC232	PDCKU	1	Tumor
PDCKU_PDAC239	PDCKU	1	Tumor
PDCKU_PDAC226	PDCKU	1	Tumor
PDCKU_PDAC241	PDCKU	1	Tumor
PDCKU_PDAC252	PDCKU	1	Tumor
PDCKU_PDAC258	PDCKU	1	Tumor
PDCKU_PDAC256	PDCKU	1	Tumor
PDCKU_PDAC281	PDCKU	1	Tumor
PDCKU_PDAC223	PDCKU	1	Tumor
PDCKU_PDAC228	PDCKU	1	Tumor
PDCKU_PDAC245	PDCKU	1	Tumor
PDCKU_PDAC272	PDCKU	1	Tumor
PDCKU_PDAC233	PDCKU	1	Tumor
PDCKU_PDAC221	PDCKU	1	Tumor
PDCKU_PDAC266	PDCKU	1	Tumor
PDCKU_PDAC270	PDCKU	1	Tumor
PDCKU_PDAC236	PDCKU	1	Tumor
PDCKU_PDAC240	PDCKU	1	Tumor
PDCKU_PDAC253	PDCKU	1	Tumor
PDCKU_PDAC280	PDCKU	1	Tumor
PDCKU_PDAC279	PDCKU	1	Tumor
PDCKU_PDAC278	PDCKU	1	Tumor
PDCKU_PDAC264	PDCKU	1	Tumor
PDCKU_PDAC255	PDCKU	1	Tumor
PDCKU_PDAC269	PDCKU	1	Tumor
PDCKU_PDAC265	PDCKU	1	Tumor
PDCKU_PDAC262	PDCKU	1	Tumor
PDCKU_PDAC267	PDCKU	1	Tumor
PDCKU_PDAC276	PDCKU	1	Tumor
PDCKU_PDAC251	PDCKU	1	Tumor
PDCKU_PDAC263	PDCKU	1	Tumor
PDCKU_PDAC254	PDCKU	1	Tumor
PDCKU_PDAC283	PDCKU	1	Tumor
PDCKU_PDAC015	PDCKU	1	Tumor
PDCKU_PDAC185	PDCKU	1	Tumor
PDCKU_PDAC250	PDCKU	1	Tumor
PDCKU_PDAC057	PDCKU	1	Tumor
PDCKU_PDAC116	PDCKU	1	Tumor
PDCKU_PDAC179	PDCKU	1	Tumor
PDCKU_PDAC093	PDCKU	1	Tumor
PDCKU_PDAC037	PDCKU	1	Tumor
PDCKU_PDAC229	PDCKU	1	Tumor
PDCKU_PDAC134	PDCKU	1	Tumor
PDCKU_PDAC273	PDCKU	1	Tumor
PDCKU_PDAC274	PDCKU	1	Tumor
PDCKU_PDAC138	PDCKU	1	Tumor
OV_02OV032_T	OV	1	Tumor
OV_04OV057_T	OV	1	Tumor
OV_04OV028_T	OV	1	Tumor
OV_15OV001_T	OV	1	Tumor
OV_17OV011_T	OV	1	Tumor
OV_04OV018_T	OV	1	Tumor
OV_04OV063_T	OV	1	Tumor
OV_17OV039_T	OV	1	Tumor
OV_17OV015_T	OV	1	Tumor
OV_17OV017_T	OV	1	Tumor
OV_17OV028_T	OV	1	Tumor
OV_02OV008_T	OV	1	Tumor
OV_04OV005_T	OV	1	Tumor
OV_02OV001_T	OV	1	Tumor
OV_02OV041_T	OV	1	Tumor
OV_17OV025_T	OV	1	Tumor
OV_17OV018_T	OV	1	Tumor
OV_01OV029_T	OV	1	Tumor
OV_17OV010_T	OV	1	Tumor
OV_17OV027_T	OV	1	Tumor
OV_20OV005_T	OV	1	Tumor
OV_02OV006_T	OV	1	Tumor
OV_26OV009_T	OV	1	Tumor
OV_02OV036_T	OV	1	Tumor
OV_26OV008_T	OV	1	Tumor
OV_02OV023_T	OV	1	Tumor
OV_04OV039_T	OV	1	Tumor
OV_04OV037_T	OV	1	Tumor
OV_04OV051_T	OV	1	Tumor
OV_04OV040_T	OV	1	Tumor
OV_01OV030_T	OV	1	Tumor
OV_26OV002_T	OV	1	Tumor
OV_02OV046_T	OV	1	Tumor
OV_01OV017_T	OV	1	Tumor
OV_01OV007_T	OV	1	Tumor
OV_17OV014_T	OV	1	Tumor
OV_17OV040_T	OV	1	Tumor
OV_04OV033_T	OV	1	Tumor
OV_17OV033_T	OV	1	Tumor
OV_04OV053_T	OV	1	Tumor
OV_01OV018_T	OV	1	Tumor
OV_04OV050_T	OV	1	Tumor
OV_04OV021_T	OV	1	Tumor
OV_04OV054_T	OV	1	Tumor
OV_04OV048_T	OV	1	Tumor
OV_04OV017_T	OV	1	Tumor
OV_04OV023_T	OV	1	Tumor
OV_04OV031_T	OV	1	Tumor
OV_18OV001_T	OV	1	Tumor
OV_26OV013_T	OV	1	Tumor
OV_02OV015_T	OV	1	Tumor
OV_01OV039_T	OV	1	Tumor
OV_04OV055_T	OV	1	Tumor
OV_02OV005_T	OV	1	Tumor
OV_17OV036_T	OV	1	Tumor
OV_04OV011_T	OV	1	Tumor
OV_04OV024_T	OV	1	Tumor
OV_01OV041_T	OV	1	Tumor
OV_04OV045_T	OV	1	Tumor
OV_11OV002_T	OV	1	Tumor
OV_01OV026_T	OV	1	Tumor
OV_26OV011_T	OV	1	Tumor
OV_17OV029_T	OV	1	Tumor
OV_17OV013_T	OV	1	Tumor
OV_17OV030_T	OV	1	Tumor
OV_04OV012_T	OV	1	Tumor
OV_04OV036_T	OV	1	Tumor
OV_13OV003_T	OV	1	Tumor
OV_04OV044_T	OV	1	Tumor
OV_14OV011_T	OV	1	Tumor
OV_04OV013_T	OV	1	Tumor
OV_02OV022_T	OV	1	Tumor
OV_01OV023_T	OV	1	Tumor
OV_17OV002_T	OV	1	Tumor
OV_04OV058_T	OV	1	Tumor
OV_04OV027_T	OV	1	Tumor
OV_01OV047_T	OV	1	Tumor
OV_04OV001_T	OV	1	Tumor
OV_02OV044_T	OV	1	Tumor
OV_04OV049_T	OV	1	Tumor
OV_17OV001_T	OV	1	Tumor
OV_04OV008_T	OV	1	Tumor
OV_04OV004_T	OV	1	Tumor
OV_02OV029_T	OV	1	Tumor
LUSCC_C3L.02665_T	LUSCC	1	Tumor
LUSCC_C3L.01663_T	LUSCC	1	Tumor
LUSCC_C3N.02575_T	LUSCC	1	Tumor
LUSCC_C3L.02546_T	LUSCC	1	Tumor
LUSCC_C3L.00965_T	LUSCC	1	Tumor
LUSCC_C3L.02963_T	LUSCC	1	Tumor
LUSCC_C3N.04162_T	LUSCC	1	Tumor
LUSCC_C3L.02646_T	LUSCC	1	Tumor
LUSCC_C3N.02285_T	LUSCC	1	Tumor
LUSCC_C3N.03875_T	LUSCC	1	Tumor
LUSCC_C3N.03424_T	LUSCC	1	Tumor
LUSCC_C3N.01017_T	LUSCC	1	Tumor
LUSCC_C3L.00081_T	LUSCC	1	Tumor
LUSCC_C3L.02649_T	LUSCC	1	Tumor
LUSCC_C3L.01838_T	LUSCC	1	Tumor
LUSCC_C3N.02252_T	LUSCC	1	Tumor
LUSCC_C3L.03963_T	LUSCC	1	Tumor
LUSCC_C3N.03072_T	LUSCC	1	Tumor
LUSCC_C3L.02969_T	LUSCC	1	Tumor
LUSCC_C3N.03662_T	LUSCC	1	Tumor
LUSCC_C3N.03051_T	LUSCC	1	Tumor
LUSCC_C3N.02434_T	LUSCC	1	Tumor
LUSCC_C3L.02127_T	LUSCC	1	Tumor
LUSCC_C3N.02339_T	LUSCC	1	Tumor
LUSCC_C3L.03961_T	LUSCC	1	Tumor
LUSCC_C3L.04391_T	LUSCC	1	Tumor
LUSCC_C3L.02619_T	LUSCC	1	Tumor
LUSCC_C3N.02494_T	LUSCC	1	Tumor
LUSCC_C3N.03880_T	LUSCC	1	Tumor
LUSCC_C3N.03092_T	LUSCC	1	Tumor
LUSCC_C3L.02669_T	LUSCC	1	Tumor
LUSCC_C3N.03877_T	LUSCC	1	Tumor
LUSCC_C3N.01846_T	LUSCC	1	Tumor
LUSCC_C3L.02964_T	LUSCC	1	Tumor
LUSCC_C3N.00247_T	LUSCC	1	Tumor
LUSCC_C3N.01018_T	LUSCC	1	Tumor
LUSCC_C3N.02288_T	LUSCC	1	Tumor
LUSCC_C3L.01606_T	LUSCC	1	Tumor
LUSCC_C3L.02164_T	LUSCC	1	Tumor
LUSCC_C3N.02374_T	LUSCC	1	Tumor
LUSCC_C3N.02675_T	LUSCC	1	Tumor
LUSCC_C3N.02523_T	LUSCC	1	Tumor
LUSCC_C3L.02130_T	LUSCC	1	Tumor
LUSCC_C3N.02426_T	LUSCC	1	Tumor
LUSCC_C3N.02284_T	LUSCC	1	Tumor
LUSCC_C3L.00923_T	LUSCC	1	Tumor
LUSCC_C3N.03486_T	LUSCC	1	Tumor
LUSCC_C3N.04127_T	LUSCC	1	Tumor
LUSCC_C3L.02951_T	LUSCC	1	Tumor
LUSCC_C3L.02629_T	LUSCC	1	Tumor
LUSCC_C3L.04013_T	LUSCC	1	Tumor
LUSCC_C3N.00221_T	LUSCC	1	Tumor
LUSCC_C3L.00568_T	LUSCC	1	Tumor
LUSCC_C3N.04155_T	LUSCC	1	Tumor
LUSCC_C3N.01025_T	LUSCC	1	Tumor
LUSCC_C3L.02552_T	LUSCC	1	Tumor
LUSCC_C3N.02375_T	LUSCC	1	Tumor
LUSCC_C3L.02660_T	LUSCC	1	Tumor
LUSCC_C3L.01884_T	LUSCC	1	Tumor
LUSCC_C3N.02300_T	LUSCC	1	Tumor
LUSCC_C3L.01285_T	LUSCC	1	Tumor
LUSCC_C3L.02627_T	LUSCC	1	Tumor
LUSCC_C3L.00993_T	LUSCC	1	Tumor
LUSCC_C3N.02425_T	LUSCC	1	Tumor
LUSCC_C3L.02170_T	LUSCC	1	Tumor
LUSCC_C3L.02624_T	LUSCC	1	Tumor
LUSCC_C3N.00555_T	LUSCC	1	Tumor
LUSCC_C3N.01893_T	LUSCC	1	Tumor
LUSCC_C3N.03093_T	LUSCC	1	Tumor
LUSCC_C3L.01455_T	LUSCC	1	Tumor
LUSCC_C3N.03848_T	LUSCC	1	Tumor
LUSCC_C3L.02968_T	LUSCC	1	Tumor
LUSCC_C3N.03204_T	LUSCC	1	Tumor
LUSCC_C3L.00445_T	LUSCC	1	Tumor
LUSCC_C3N.02283_T	LUSCC	1	Tumor
LUSCC_C3N.02289_T	LUSCC	1	Tumor
LUSCC_C3L.03962_T	LUSCC	1	Tumor
LUSCC_C3L.03272_T	LUSCC	1	Tumor
LUSCC_C3N.01411_T	LUSCC	1	Tumor
LUSCC_C3L.00415_T	LUSCC	1	Tumor
LUSCC_C3N.03882_T	LUSCC	1	Tumor
LUSCC_C3L.01000_T	LUSCC	1	Tumor
LUSCC_C3L.02650_T	LUSCC	1	Tumor
LUSCC_C3L.02358_T	LUSCC	1	Tumor
LUSCC_C3L.02168_T	LUSCC	1	Tumor
LUSCC_C3L.02625_T	LUSCC	1	Tumor
LUSCC_C3N.01028_T	LUSCC	1	Tumor
LUSCC_C3N.02435_T	LUSCC	1	Tumor
LUSCC_C3N.03441_T	LUSCC	1	Tumor
LUSCC_C3L.04071_T	LUSCC	1	Tumor
LUSCC_C3N.01020_T	LUSCC	1	Tumor
LUSCC_C3N.00497_T	LUSCC	1	Tumor
LUSCC_C3N.01194_T	LUSCC	1	Tumor
LUSCC_C3L.02648_T	LUSCC	1	Tumor
LUSCC_C3L.03678_T	LUSCC	1	Tumor
LUSCC_C3L.02891_T	LUSCC	1	Tumor
LUSCC_C3L.00927_T	LUSCC	1	Tumor
LUSCC_C3N.03886_T	LUSCC	1	Tumor
LUSCC_C3L.04014_T	LUSCC	1	Tumor
LUSCC_C3N.03076_T	LUSCC	1	Tumor
LUSCC_C3N.03425_T	LUSCC	1	Tumor
LUSCC_C3L.02163_T	LUSCC	1	Tumor
LUSCC_C3N.04124_T	LUSCC	1	Tumor
LUSCC_C3L.00904_T	LUSCC	1	Tumor
LUSCC_C3N.00211_T	LUSCC	1	Tumor
LUSCC_C3N.01892_T	LUSCC	1	Tumor
LUSCC_C3L.00603_T	LUSCC	1	Tumor
LUSCC_C3L.03965_T	LUSCC	1	Tumor
LUSCC_C3N.03851_T	LUSCC	1	Tumor
LUSCC_C3L.02349_T	LUSCC	1	Tumor
HCC_P112	HCC	1	Tumor
HCC_P113	HCC	1	Tumor
HCC_P123	HCC	1	Tumor
HCC_P125	HCC	1	Tumor
HCC_P127	HCC	1	Tumor
HCC_P131	HCC	1	Tumor
HCC_P135	HCC	1	Tumor
HCC_P137	HCC	1	Tumor
HCC_P141	HCC	1	Tumor
HCC_P145	HCC	1	Tumor
HCC_P147	HCC	1	Tumor
HCC_P161	HCC	1	Tumor
HCC_P171	HCC	1	Tumor
HCC_P185	HCC	1	Tumor
HCC_P187	HCC	1	Tumor
HCC_P191	HCC	1	Tumor
HCC_P195	HCC	1	Tumor
HCC_P211	HCC	1	Tumor
HCC_P217	HCC	1	Tumor
HCC_P221	HCC	1	Tumor
HCC_P223	HCC	1	Tumor
HCC_P227	HCC	1	Tumor
HCC_P231	HCC	1	Tumor
HCC_P257	HCC	1	Tumor
HCC_P261	HCC	1	Tumor
HCC_P267	HCC	1	Tumor
HCC_P271	HCC	1	Tumor
HCC_P277	HCC	1	Tumor
HCC_P283	HCC	1	Tumor
HCC_P285	HCC	1	Tumor
HCC_P297	HCC	1	Tumor
HCC_P311	HCC	1	Tumor
HCC_P313	HCC	1	Tumor
HCC_P327	HCC	1	Tumor
HCC_P331	HCC	1	Tumor
HCC_P341	HCC	1	Tumor
HCC_P343	HCC	1	Tumor
HCC_P353	HCC	1	Tumor
HCC_P355	HCC	1	Tumor
HCC_P357	HCC	1	Tumor
HCC_P361	HCC	1	Tumor
HCC_P363	HCC	1	Tumor
HCC_P365	HCC	1	Tumor
HCC_P367	HCC	1	Tumor
HCC_P375	HCC	1	Tumor
HCC_P383	HCC	1	Tumor
HCC_P385	HCC	1	Tumor
HCC_P387	HCC	1	Tumor
HCC_P391	HCC	1	Tumor
HCC_P393	HCC	1	Tumor
HCC_P395	HCC	1	Tumor
HCC_P411	HCC	1	Tumor
HCC_P413	HCC	1	Tumor
HCC_P415	HCC	1	Tumor
HCC_P421	HCC	1	Tumor
HCC_P423	HCC	1	Tumor
HCC_P425	HCC	1	Tumor
HCC_P427	HCC	1	Tumor
HCC_P431	HCC	1	Tumor
HCC_P433	HCC	1	Tumor
HCC_P435	HCC	1	Tumor
HCC_P443	HCC	1	Tumor
HCC_P445	HCC	1	Tumor
HCC_P451	HCC	1	Tumor
HCC_P455	HCC	1	Tumor
HCC_P461	HCC	1	Tumor
HCC_P463	HCC	1	Tumor
HCC_P465	HCC	1	Tumor
HCC_P467	HCC	1	Tumor
HCC_P471	HCC	1	Tumor
HCC_P473	HCC	1	Tumor
HCC_P477	HCC	1	Tumor
HCC_P481	HCC	1	Tumor
HCC_P483	HCC	1	Tumor
HCC_P487	HCC	1	Tumor
HCC_P491	HCC	1	Tumor
HCC_P493	HCC	1	Tumor
HCC_P497	HCC	1	Tumor
HCC_P513	HCC	1	Tumor
HCC_P515	HCC	1	Tumor
HCC_P517	HCC	1	Tumor
HCC_P523	HCC	1	Tumor
HCC_P525	HCC	1	Tumor
HCC_P527	HCC	1	Tumor
HCC_P533	HCC	1	Tumor
HCC_P537	HCC	1	Tumor
HCC_P545	HCC	1	Tumor
HCC_P553	HCC	1	Tumor
HCC_P557	HCC	1	Tumor
HCC_P563	HCC	1	Tumor
HCC_P567	HCC	1	Tumor
HCC_P571	HCC	1	Tumor
HCC_P573	HCC	1	Tumor
HCC_P615	HCC	1	Tumor
HCC_P617	HCC	1	Tumor
HCC_P627	HCC	1	Tumor
HCC_P635	HCC	1	Tumor
HCC_P641	HCC	1	Tumor
HCC_P647	HCC	1	Tumor
HCC_P661	HCC	1	Tumor
HCC_P663	HCC	1	Tumor
HCC_P665	HCC	1	Tumor
HCC_P671	HCC	1	Tumor
HCC_P685	HCC	1	Tumor
HCC_P695	HCC	1	Tumor
HCC_P713	HCC	1	Tumor
HCC_P715	HCC	1	Tumor
HCC_P721	HCC	1	Tumor
HCC_P723	HCC	1	Tumor
HCC_P727	HCC	1	Tumor
HCC_P737	HCC	1	Tumor
HCC_P741	HCC	1	Tumor
HCC_P743	HCC	1	Tumor
HCC_P745	HCC	1	Tumor
HCC_P755	HCC	1	Tumor
HCC_P777	HCC	1	Tumor
HCC_P785	HCC	1	Tumor
HCC_P813	HCC	1	Tumor
HCC_P815	HCC	1	Tumor
HCC_P817	HCC	1	Tumor
HCC_P823	HCC	1	Tumor
HCC_P851	HCC	1	Tumor
HCC_P857	HCC	1	Tumor
HCC_P861	HCC	1	Tumor
HCC_P863	HCC	1	Tumor
HCC_P865	HCC	1	Tumor
HCC_P867	HCC	1	Tumor
HCC_P873	HCC	1	Tumor
HCC_P877	HCC	1	Tumor
HCC_P881	HCC	1	Tumor
HCC_P883	HCC	1	Tumor
HCC_P911	HCC	1	Tumor
HCC_P913	HCC	1	Tumor
HCC_P915	HCC	1	Tumor
HCC_P917	HCC	1	Tumor
HCC_P921	HCC	1	Tumor
HCC_P923	HCC	1	Tumor
HCC_P925	HCC	1	Tumor
HCC_P937	HCC	1	Tumor
HCC_P943	HCC	1	Tumor
HCC_P951	HCC	1	Tumor
HCC_P953	HCC	1	Tumor
HCC_P955	HCC	1	Tumor
HCC_P957	HCC	1	Tumor
HCC_P963	HCC	1	Tumor
HCC_P965	HCC	1	Tumor
HCC_P967	HCC	1	Tumor
HCC_P975	HCC	1	Tumor
HCC_P977	HCC	1	Tumor
HCC_P981	HCC	1	Tumor
HCC_P983	HCC	1	Tumor
HCC_P1013	HCC	1	Tumor
HCC_P1015	HCC	1	Tumor
HCC_P1021	HCC	1	Tumor
HCC_P1025	HCC	1	Tumor
HCC_P1027	HCC	1	Tumor
HCC_P1031	HCC	1	Tumor
HCC_P1041	HCC	1	Tumor
HCC_P1043	HCC	1	Tumor
HCC_P1045	HCC	1	Tumor
CCRCC_C3L.00561_T	Kidney	1	Tumor
CCRCC_C3L.01287_T	Kidney	1	Tumor
CCRCC_C3L.01603_T	Kidney	1	Tumor
CCRCC_C3N.01524_T	Kidney	1	Tumor
CCRCC_C3L.00359_T	Kidney	1	Tumor
CCRCC_C3N.01214_T	Kidney	1	Tumor
CCRCC_C3N.00834_T	Kidney	1	Tumor
CCRCC_C3N.01261_T	Kidney	1	Tumor
CCRCC_C3L.00917_T	Kidney	1	Tumor
CCRCC_C3L.01861_T	Kidney	1	Tumor
CCRCC_C3L.01352_T	Kidney	1	Tumor
CCRCC_C3N.00194_T	Kidney	1	Tumor
CCRCC_C3L.00010_T	Kidney	1	Tumor
CCRCC_C3L.00607_T	Kidney	1	Tumor
CCRCC_C3N.00495_T	Kidney	1	Tumor
CCRCC_C3N.00831_T	Kidney	1	Tumor
CCRCC_C3L.01281_T	Kidney	1	Tumor
CCRCC_C3N.01646_T	Kidney	1	Tumor
CCRCC_C3L.00791_T	Kidney	1	Tumor
CCRCC_C3L.00369_T	Kidney	1	Tumor
CCRCC_C3L.00183_T	Kidney	1	Tumor
CCRCC_C3N.01180_T	Kidney	1	Tumor
CCRCC_C3N.00168_T	Kidney	1	Tumor
CCRCC_C3L.00004_T	Kidney	1	Tumor
CCRCC_C3N.00150_T	Kidney	1	Tumor
CCRCC_C3N.00953_T	Kidney	1	Tumor
CCRCC_C3L.00097_T	Kidney	1	Tumor
CCRCC_C3L.00583_T	Kidney	1	Tumor
CCRCC_C3N.01178_T	Kidney	1	Tumor
CCRCC_C3L.00088_T	Kidney	1	Tumor
CCRCC_C3N.00244_T	Kidney	1	Tumor
CCRCC_C3L.00908_T	Kidney	1	Tumor
CCRCC_C3L.00814_T	Kidney	1	Tumor
CCRCC_C3L.01885_T	Kidney	1	Tumor
CCRCC_C3L.00026_T	Kidney	1	Tumor
CCRCC_C3L.00447_T	Kidney	1	Tumor
CCRCC_C3N.00148_T	Kidney	1	Tumor
CCRCC_C3N.00246_T	Kidney	1	Tumor
CCRCC_C3L.00416_T	Kidney	1	Tumor
CCRCC_C3L.00096_T	Kidney	1	Tumor
CCRCC_C3L.00765_T	Kidney	1	Tumor
CCRCC_C3L.01836_T	Kidney	1	Tumor
CCRCC_C3L.00902_T	Kidney	1	Tumor
CCRCC_C3N.00646_T	Kidney	1	Tumor
CCRCC_C3N.01175_T	Kidney	1	Tumor
CCRCC_C3L.00011_T	Kidney	1	Tumor
CCRCC_C3N.01200_T	Kidney	1	Tumor
CCRCC_C3N.00177_T	Kidney	1	Tumor
CCRCC_C3N.01176_T	Kidney	1	Tumor
CCRCC_C3L.00103_T	Kidney	1	Tumor
CCRCC_C3N.01649_T	Kidney	1	Tumor
CCRCC_C3N.01808_T	Kidney	1	Tumor
CCRCC_C3N.00149_T	Kidney	1	Tumor
CCRCC_C3L.00817_T	Kidney	1	Tumor
CCRCC_C3N.00573_T	Kidney	1	Tumor
CCRCC_C3L.00581_T	Kidney	1	Tumor
CCRCC_C3L.01313_T	Kidney	1	Tumor
CCRCC_C3L.00360_T	Kidney	1	Tumor
CCRCC_C3N.01361_T	Kidney	1	Tumor
CCRCC_C3N.01651_T	Kidney	1	Tumor
CCRCC_C3L.01302_T	Kidney	1	Tumor
CCRCC_C3L.00907_T	Kidney	1	Tumor
CCRCC_C3L.01607_T	Kidney	1	Tumor
CCRCC_C3L.00448_T	Kidney	1	Tumor
CCRCC_C3L.01286_T	Kidney	1	Tumor
CCRCC_C3N.01179_T	Kidney	1	Tumor
CCRCC_C3L.00606_T	Kidney	1	Tumor
CCRCC_C3N.01648_T	Kidney	1	Tumor
CCRCC_C3N.00242_T	Kidney	1	Tumor
CCRCC_C3L.01882_T	Kidney	1	Tumor
CCRCC_C3L.00418_T	Kidney	1	Tumor
CCRCC_C3N.00733_T	Kidney	1	Tumor
CCRCC_C3N.00577_T	Kidney	1	Tumor
CCRCC_C3N.01522_T	Kidney	1	Tumor
CCRCC_C3L.00079_T	Kidney	1	Tumor
CCRCC_C3N.01220_T	Kidney	1	Tumor
CCRCC_C3L.00910_T	Kidney	1	Tumor
CCRCC_C3L.01283_T	Kidney	1	Tumor
CCRCC_C3L.00813_T	Kidney	1	Tumor
CCRCC_C3L.01560_T	Kidney	1	Tumor
CCRCC_C3L.01557_T	Kidney	1	Tumor
CCRCC_C3L.00799_T	Kidney	1	Tumor
CCRCC_C3L.00796_T	Kidney	1	Tumor
CCRCC_C3L.00792_T	Kidney	1	Tumor
CCRCC_C3N.00832_T	Kidney	1	Tumor
CCRCC_C3L.01288_T	Kidney	1	Tumor
CCRCC_C3L.00766_T	Kidney	1	Tumor
CCRCC_C3L.00610_T	Kidney	1	Tumor
CCRCC_C3L.00800_T	Kidney	1	Tumor
CCRCC_C3N.00154_T	Kidney	1	Tumor
CCRCC_C3N.01213_T	Kidney	1	Tumor
CCRCC_C3L.01553_T	Kidney	1	Tumor
CCRCC_C3L.00812_T	Kidney	1	Tumor
CCRCC_C3L.00790_T	Kidney	1	Tumor
CCRCC_C3N.00313_T	Kidney	1	Tumor
CCRCC_C3N.00852_T	Kidney	1	Tumor
CCRCC_C3N.00437_T	Kidney	1	Tumor
CCRCC_C3N.00320_T	Kidney	1	Tumor
CCRCC_C3N.00305_T	Kidney	1	Tumor
CCRCC_C3N.00492_T	Kidney	1	Tumor
CCRCC_C3N.00435_T	Kidney	1	Tumor
CCRCC_C3N.00315_T	Kidney	1	Tumor
CCRCC_C3N.00317_T	Kidney	1	Tumor
CCRCC_C3N.00491_T	Kidney	1	Tumor
CCRCC_C3N.00314_T	Kidney	1	Tumor
CCRCC_C3N.00380_T	Kidney	1	Tumor
CCRCC_C3N.00312_T	Kidney	1	Tumor
CCRCC_C3N.00494_T	Kidney	1	Tumor
CCRCC_C3N.00390_T	Kidney	1	Tumor
CCRCC_C3N.00310_T	Kidney	1	Tumor
HNSCC_C3N.00846.T	HNSCC	1	Tumor
HNSCC_C3L.04025.T	HNSCC	1	Tumor
HNSCC_C3N.01645.T	HNSCC	1	Tumor
HNSCC_C3N.03488.T	HNSCC	1	Tumor
HNSCC_C3N.01758.T	HNSCC	1	Tumor
HNSCC_C3N.02727.T	HNSCC	1	Tumor
HNSCC_C3N.03009.T	HNSCC	1	Tumor
HNSCC_C3N.01755.T	HNSCC	1	Tumor
HNSCC_C3L.00997.T	HNSCC	1	Tumor
HNSCC_C3N.03620.T	HNSCC	1	Tumor
HNSCC_C3L.02617.T	HNSCC	1	Tumor
HNSCC_C3N.01944.T	HNSCC	1	Tumor
HNSCC_C3N.02333.T	HNSCC	1	Tumor
HNSCC_C3N.03933.T	HNSCC	1	Tumor
HNSCC_C3N.00857.T	HNSCC	1	Tumor
HNSCC_C3N.03849.T	HNSCC	1	Tumor
HNSCC_C3N.02695.T	HNSCC	1	Tumor
HNSCC_C3N.01339.T	HNSCC	1	Tumor
HNSCC_C3L.00995.T	HNSCC	1	Tumor
HNSCC_C3N.00498.T	HNSCC	1	Tumor
HNSCC_C3L.04354.T	HNSCC	1	Tumor
HNSCC_C3N.01947.T	HNSCC	1	Tumor
HNSCC_C3N.04276.T	HNSCC	1	Tumor
HNSCC_C3N.01948.T	HNSCC	1	Tumor
HNSCC_C3N.03456.T	HNSCC	1	Tumor
HNSCC_C3N.02925.T	HNSCC	1	Tumor
HNSCC_C3N.03782.T	HNSCC	1	Tumor
HNSCC_C3N.03928.T	HNSCC	1	Tumor
HNSCC_C3N.03490.T	HNSCC	1	Tumor
HNSCC_C3N.03487.T	HNSCC	1	Tumor
HNSCC_C3L.02651.T	HNSCC	1	Tumor
HNSCC_C3N.03612.T	HNSCC	1	Tumor
HNSCC_C3N.03028.T	HNSCC	1	Tumor
HNSCC_C3N.04611.T	HNSCC	1	Tumor
HNSCC_C3N.02694.T	HNSCC	1	Tumor
HNSCC_C3N.03012.T	HNSCC	1	Tumor
HNSCC_C3N.00299.T	HNSCC	1	Tumor
HNSCC_C3N.01752.T	HNSCC	1	Tumor
HNSCC_C3N.04275.T	HNSCC	1	Tumor
HNSCC_C3N.03226.T	HNSCC	1	Tumor
HNSCC_C3N.01757.T	HNSCC	1	Tumor
HNSCC_C3N.01858.T	HNSCC	1	Tumor
HNSCC_C3N.02716.T	HNSCC	1	Tumor
HNSCC_C3L.02621.T	HNSCC	1	Tumor
HNSCC_C3N.00822.T	HNSCC	1	Tumor
HNSCC_C3N.00204.T	HNSCC	1	Tumor
HNSCC_C3N.03888.T	HNSCC	1	Tumor
HNSCC_C3N.03841.T	HNSCC	1	Tumor
HNSCC_C3L.04791.T	HNSCC	1	Tumor
HNSCC_C3N.00307.T	HNSCC	1	Tumor
