UNIPROT	Entrez	symbol	OV_01OV007_N	OV_17OV003_N	OV_01OV023_N	OV_17OV005_N	OV_01OV017_N	OV_11OV002_N	OV_01OV029_N	OV_14OV011_N	OV_17OV004_N	OV_01OV039_N	OV_15OV001_N	OV_01OV013_N	OV_11OV010_N	OV_01OV019_N	OV_01OV008_N	OV_14OV029_N	OV_01OV010_N	OV_17OV002_N	OV_17OV001_N
P20810	831	ICAL	-0.530771211	-0.718946241	-0.423310268	-0.452839857	-0.311704797	-0.123050555	-0.436047357	-0.473590393	0.236438309	0.26460662	-0.231791193	-0.53549394	-0.303138814	-0.163160259	-0.615421101	-0.409758836	-1.284401727	-0.863448733	-0.317457554
P20839	3614	IMPDH1	0.002944091	-0.565992952	0.147804803	-0.612147846	-0.45819271	-0.276890327	-0.62189193	0.324186996	-0.494483954	-0.670019228	-0.189618259	-0.255317712	0.041156876	-0.415421574	0.005759784	0.044192453	0.429790602	-0.594023668	0.193099014
P20848	390502	SERPINA2	1.531496629	0.671425416	0.597214346	1.781812565	NA	2.193454835	-1.674603801	-1.142243893	NA	-1.548037589	1.540657677	3.160852851	2.854960867	-0.68458109	1.855050142	2.140692286	-3.31586308	3.039649607	-0.802482886
P20851	725	C4BPB	0.711987703	0.326776291	1.451994367	0.400335723	-0.299309742	0.780108795	0.229678469	-0.701421321	1.146423277	-1.167282505	1.370374761	0.419823639	-0.277207446	0.685160046	-0.250486404	2.069132234	0.882665413	0.555708463	-0.882112597
P20908	1289	COL5A1	-0.500453388	-0.702360526	0.593238738	-0.065833166	0.362496676	-0.974908482	-1.226325995	-1.240896477	0.275858744	-0.051511048	-0.931611381	-0.698390137	-0.481559299	-1.455974182	-0.711932643	-0.942573669	0.107644651	0.112328966	-2.432412533
P20929	4703	NEB	-1.252490731	-1.050429384	-2.143696151	-0.83826082	-1.555456602	-1.682577232	-1.389527535	-0.793642198	0.390693417	-3.799450862	-3.321031673	-1.373084674	-0.919455823	1.08179502	0.008306449	-0.927652475	3.568172646	-3.363174297	-1.363126174
P20930	2312	FLG	-1.759993395	-0.429104807	-0.5550837	3.666758595	-0.267106343	-0.76106397	-1.839429225	-1.677868294	4.685289796	0.123045	-2.793153969	-1.587580475	-2.54221958	NA	NA	-1.360212612	-2.491478872	3.443269099	-2.346262401
P20936	5921	RASA1	-0.224654866	0.160406465	0.197060213	-0.082240634	0.635336929	0.372862071	0.222349676	0.022010458	-0.639190007	-0.055701987	-0.014041128	-0.059031125	-0.011772114	0.198080286	-0.095505368	-0.089538025	0.149292868	-0.670592974	0.240441682
P20962	5763	PTMS	-1.284803014	-0.951845557	-1.065055048	-0.960778764	-1.453673375	-0.673164348	-0.961879115	-0.800529639	-0.727095979	-0.969664683	-1.134767627	0.126812513	0.660365839	-0.710275572	-1.930236541	-0.745000607	-2.545181309	-0.152265045	-0.674044458
P21127	984	CD11B	-2.540064599	-1.232221247	-1.281198825	-1.944440502	-0.904687123	-1.601006133	-1.048399579	-0.951646003	-1.483046813	-1.157431855	-0.098975545	-1.305148731	0.414271584	-0.335227204	-0.422351185	-0.727009491	-3.200400722	-0.968496618	0.351205264
P21246	5764	PTN	-0.671106381	-0.505242986	0.225935132	0.640662177	2.515880692	-0.327265541	0.811871214	-0.495870184	0.361940693	4.384235304	-0.02849273	-1.443705664	-0.492157835	1.002457747	-0.243490904	-0.29028825	-1.287825351	0.882766352	1.072287616
P21266	2947	GSTM3	-0.124650047	0.146885128	1.073391843	0.384988118	0.905170655	1.411986621	1.779657852	0.429664547	0.580598379	1.383111916	0.77751489	-1.020380018	0.04244065	1.920728432	-0.48092848	0.29831658	0.714236037	-0.697948881	0.390816566
P21281	526	VATB2	-0.54354041	-0.284228537	-0.027438616	-0.491326474	-0.060859186	-0.082109752	-0.180627873	0.015994479	-0.401014933	-0.587540915	-0.168871739	-0.104122551	-0.083691569	0.41574755	-0.07890913	-0.189693085	-0.454424301	-0.718583905	0.216706471
P21283	528	VATC1	-0.790584378	-0.877666905	-0.111859288	-0.622011145	-0.33024177	-0.730339441	-1.320953707	-0.784432459	-0.853089396	-0.939246634	-0.918848166	-0.627547675	-0.673244931	-0.091966508	-0.616860241	-0.311829472	-0.993622116	-1.146540307	0.270502694
P21291	1465	CSRP1	-1.584274659	0.650603067	-0.13104691	-0.502201103	-0.836829465	1.332820606	2.018439224	-0.977929437	-1.633709213	-0.149619154	2.219115271	-0.783860854	2.066819291	-0.007828955	0.324199488	0.949482948	-0.698961052	-1.436701342	1.306276781
P21333	2316	FLNA	-0.891794169	0.617539357	-0.084498218	-0.674778594	-0.42015468	0.930505667	1.372979792	-0.427748165	-1.380499536	0.483041482	2.072490056	0.197187278	2.117245903	0.591153342	0.381233929	0.914071684	-1.012458627	-1.033913307	0.319796836
P21359	4763	NF1	-0.308183923	0.185110986	0.35371177	-0.157772137	0.548724937	0.545819598	0.484665698	0.293630861	-0.36112077	-0.154107376	0.383930871	-0.277282584	0.134041552	0.801981976	0.415635632	0.455324785	-0.686215518	-0.769556273	0.27403614
P21397	4128	MAOA	2.270005794	0.482150198	0.9583804	1.536377049	0.724469197	1.040564373	1.36460956	3.228095886	0.151265689	0.879715557	1.139835183	3.015269521	0.925182837	1.850938294	0.029709198	0.406653458	-0.152786636	0.805229804	0.873242948
P21399	48	ACOC	0.86049811	-0.067631332	0.453514819	0.325042183	0.151348552	0.161827305	0.288514374	1.570232567	-0.216778918	-0.03723125	-0.132521881	0.913279265	0.195796098	0.358100585	-0.050289038	0.044208244	-0.260062923	-0.062070832	0.407294223
P21580	7128	TNFAIP3	-0.070185253	NA	NA	NA	-0.261764654	0.520505435	0.193183174	-0.231662887	NA	-0.675434144	0.269283305	-0.316332243	-0.592166931	-0.2914443	1.405465802	0.22089149	1.786884187	NA	0.676815028
P21589	4907	NT5E	-0.172198083	1.045928292	1.725049472	0.136106148	1.15608105	1.409523644	1.929563885	-0.137494321	0.180445201	2.458093337	1.261722953	0.040936292	1.312565304	2.108184437	0.751895807	1.300970821	-0.544639054	-0.247504835	1.197067663
P21675	6872	TAF1	NA	-1.512230419	0.359196477	-0.702061103	NA	NA	0.466890555	0.798895215	0.66664372	0.389881863	0.129181383	NA	NA	0.571332754	-1.431460099	-0.441925259	NA	0.861131653	0.401492587
P21695	2819	GPD1	3.72116073	-0.26251522	1.611248843	2.749775852	-1.860785494	-1.423504889	-0.055003074	3.726421642	0.433159382	-2.009782398	-2.518844084	3.578867786	-0.866824064	-2.680687188	-0.653675644	-1.100506703	2.122852718	1.559911889	-2.434877553
P21709	2041	EPHA1	NA	-0.269441063	-0.563527167	-0.957378073	NA	NA	-0.23718335	0.173078598	-0.743877197	-0.358749414	-1.336147954	-0.050326068	-0.091046778	-0.412871568	0.089427903	-0.633886537	0.76200482	0.604683044	0.81101715
P21730	728	C5AR1	0.724335503	-0.65791186	1.321868846	0.124224481	-0.191144661	0.653420246	-0.619470083	-0.414282074	-0.826867504	-0.064684843	0.411370536	0.444692936	0.483610953	-0.449760468	1.3170986	1.148620461	-2.861259383	-0.396545781	-0.185478523
P21741	4192	MDK	-2.768308859	-1.803901485	-0.334143463	-1.412084471	-0.077917455	-1.586665116	-0.474325001	-1.926988627	-0.975307533	-0.634006398	-1.222759365	-1.884964206	-1.478214404	-0.437232768	-2.370305541	-0.928003712	0.411007262	-0.215834119	-0.581066197
P21757	4481	MSR1	0.037787071	0.447205958	0.308069661	-0.110278851	-0.269063334	0.460100461	-0.470570038	0.991786075	-0.37353288	-0.022758699	-0.139783039	-0.063779708	0.125605421	-0.078707781	0.672303511	0.154225178	0.103314001	-0.282463142	-0.055935685
P21796	7416	VDAC1	-0.711898492	-1.170834913	-0.705652225	-0.980413425	-0.89441668	-0.636043963	-1.188536754	-0.578609293	-0.939851982	-1.255510901	-0.853501664	-0.616588733	-0.950929823	-0.428361741	-0.686203475	-1.118343334	0.033251078	-0.641231593	-0.479086059
P21802	2263	FGFR2	0.949530465	0.736608944	1.928349493	0.054346445	NA	NA	-0.366412115	-1.400553712	-0.375690926	NA	0.023108602	-0.60649407	-1.243284024	0.022665737	-0.01641594	0.698097043	-1.17676037	2.355000328	NA
P21810	633	PGS1	1.157988219	-0.57072863	0.860282889	-0.119291985	2.255797596	0.631649296	0.280100577	-0.935543556	-0.223781191	1.120073776	-0.096676486	0.903229017	0.513272703	0.010679675	0.196091647	0.168907882	-0.49637131	0.266807131	0.193106276
P21817	6261	RYR1	-1.481378336	NA	NA	NA	-2.456804218	-0.143060324	-1.255021565	0.49452071	NA	0.590892865	0.709471558	-2.254386069	-2.090344602	-0.085468172	0.832853809	-0.451380255	3.308636326	3.796373122	-1.395255866
P21860	2065	ERBB3	NA	NA	NA	NA	0.309712518	-0.571713782	-0.343509057	-0.580849544	-0.262484825	NA	-0.992106719	-0.457442991	-0.162509036	-0.446416304	0.826876379	-0.2901128	-0.498968913	0.819054123	0.08190867
P21912	6390	SDHB	-0.287808547	-0.887759925	-0.278392574	-0.621436033	-0.124462416	-0.392512743	-0.668848433	0.00981321	-0.296301359	-0.83893394	-0.418552779	-0.368910614	-0.827053436	0.21998397	-0.899338256	-0.536238001	0.429747083	-0.652048603	1.054919773
P21926	928	CD9	-0.845391816	-1.047747578	-0.130238673	-0.766354258	0.207823361	-0.652940902	0.277174039	-0.570776917	-0.29337377	-0.268684789	-0.694865726	-1.18425896	-1.323633179	0.565036942	-0.457588016	-0.2143403	-0.070680652	-0.850572648	0.409036489
P21953	594	ODBB	-0.709000716	-0.081248625	-0.146355452	-0.260155299	-0.002150662	-0.63233865	-0.78329074	0.204955328	-0.314918674	-1.314510667	-0.370321424	-0.289518734	-0.433437642	0.210536533	-0.707806776	-0.530040191	-0.065068299	-1.449793708	0.357406703
P21964	1312	COMT	-0.948438941	-0.35266345	-0.008548788	-0.561950996	0.218649979	-0.452178011	-0.280546747	-0.159856435	-0.034286377	-0.287920636	-0.104022651	0.069011545	0.059215968	0.218044659	-0.318620271	0.219750793	-0.377312219	-0.663733377	0.182976331
P21980	7052	TGM2	-0.581037692	0.531863525	1.219089963	-1.31099215	0.855762874	0.864858845	1.377575293	0.142973515	-1.517884368	1.620969821	2.063180415	-0.193234229	1.372277503	1.422980016	-0.238138311	1.501434979	-0.565694874	-0.919506403	1.751052595
P22033	4594	MMUT	0.030812332	0.135946533	0.119174586	-0.11974869	-0.25185244	0.240464077	0.098207858	0.331525084	-0.13561454	-0.420968971	-0.12916389	0.477951104	-0.346614751	0.335394686	-0.301008125	-0.137374985	-0.132215105	-0.458100256	0.938373556
P22059	5007	OSBP	-0.735304332	-0.50962729	-0.236782506	-0.759251257	-0.212625756	-0.448162615	-0.082742332	-0.135270813	-0.775421804	-0.22994211	-0.106979443	-0.822302833	-0.343359231	0.079673209	-0.53339517	-0.09253646	-0.428167012	-1.022953126	0.496859773
P22061	5110	PCMT1	-0.596532078	-0.449930487	-0.259320541	-0.889039187	-0.070305749	0.244381816	0.068794528	0.073853499	-0.648920799	-0.737917504	-0.650442723	-0.583016752	-0.61164857	0.139480355	-0.064934563	-0.314199832	0.793940909	-1.425636444	0.640307091
P22087	2091	FBL	-1.599320572	-1.309884429	-0.838040223	-1.145810972	-1.062792139	-0.657100663	-0.725371481	-0.579019467	-0.799954608	-1.245503094	-0.832287417	-0.805253792	-1.193142237	-0.358772263	-0.548566598	-0.586320187	-0.242049778	-0.72544315	-0.13977437
P22102	2618	GART	-0.677154307	-0.779534164	-0.266917196	-0.644294436	-0.331296004	-0.724762943	-0.690295509	-0.343576117	-0.717021982	-0.774663282	-0.453228451	-0.949029199	-0.529700411	-0.051684839	-0.765763678	-0.927621658	-1.193065409	-1.353990913	-0.050914759
P22105	7148	TNXB	1.286531488	0.434906466	1.211890319	0.949806961	2.681921031	0.515550927	1.418268227	0.759728691	1.812596491	2.714644376	1.561933087	1.855488723	1.060213576	1.497642991	0.46000159	0.567291497	0.117524707	1.427394548	1.490326654
P22223	1001	CDH3	-0.530884965	0.070507335	0.239505757	-0.877199077	-0.214342267	0.595574991	1.085548066	-0.143599905	-0.474823239	-1.173804299	0.104492911	-0.639122714	-0.088726573	1.061150078	0.266866825	0.492216819	-1.440670358	-0.353027491	0.736057303
P22234	10606	PAICS	-0.940075202	-1.324915159	-0.473020261	-1.351258342	-0.473027545	-0.657775514	-0.866612131	-0.741838266	-0.75392891	-0.858445894	-0.681917863	-0.724049632	-0.897323268	-0.36294507	-0.707210646	-0.683250257	-0.535027276	-1.133771841	-0.411940325
P22307	6342	SCP2	-1.135233302	-0.580571342	-0.257320334	-0.633150756	-0.351113532	-0.794188099	-0.757945328	-0.14302419	-0.403026559	-1.136010336	-0.456383986	-0.832202397	-1.324341253	-0.268263318	-0.594414906	-1.006398438	-1.157014596	-0.681187698	0.261591043
P22314	7317	UBA1	-0.864735034	-0.83881687	-0.409172332	-1.021827173	-0.282375594	-0.091666153	-0.371288023	-0.282188093	-0.940626222	-0.728060537	-0.533255002	-0.656088883	-0.299368351	-0.347585938	-0.397584212	-0.610248064	-0.759520807	-1.06904624	0.415906228
P22352	2878	GPX3	1.261540928	0.941156897	0.828111374	1.006034052	0.966554014	0.995904374	1.04461297	1.231247722	0.664289973	1.162783301	1.396360042	2.502446635	1.077627493	1.202623052	0.396270411	0.923723199	-1.046903022	0.788501071	0.083632358
P22392	4831	NME2	-1.875725295	-0.756175783	-0.87317474	-1.044801087	-0.204921647	-0.63555446	-1.176092287	-1.740123139	-0.50772092	-1.151433104	-1.285637483	-1.342090403	-1.865379765	-0.946900467	-2.179589943	-0.992308764	-2.310081611	-2.473697262	0.020789682
P22413	5167	ENPP1	-0.141869566	-0.036520223	0.392970615	-0.338883715	0.359291577	-0.120506889	0.393825923	-0.890188168	-0.935568416	0.538600665	0.448396364	0.244312968	0.91521122	0.776244698	0.143373379	0.598559676	-0.590577546	-0.194658689	-0.21846341
P22415	7391	USF1	-0.285425663	-0.451977264	-0.13659322	-0.455240174	0.266914756	-0.583647674	0.110348369	-0.601612963	-0.594048674	-1.016892074	-0.501410356	-0.402774074	-0.293645407	-0.492372958	-0.514820891	-0.90236732	-1.616154453	-0.520421399	0.227826841
P22570	2232	FDXR	-1.524213945	-0.551012657	-0.471365178	-0.822990414	0.079958356	-0.33926037	-0.332797582	-0.498929501	-0.309733304	-0.377171752	0.043281306	-0.422794697	0.267750933	0.618548044	-0.976072582	-0.180020938	-0.241645583	-0.70648844	0.140630157
P22612	5568	PRKACG	0.307564122	0.833234336	0.160663727	0.978407848	0.658281396	0.311686177	0.959768604	0.955813885	1.268410033	0.199088488	0.178285404	-1.045003833	-0.528008366	0.133465642	2.17580498	-0.398807796	1.227275216	-1.231738811	0.91678796
P22626	3181	HNRNPA2B1	-1.763549231	-1.316462659	-1.163547007	-1.378010209	-0.865306724	-0.743038033	-1.321365216	-0.927546107	-1.147544421	-1.256478124	-1.198683842	-0.579140147	-0.436544366	-0.953118657	-0.97986436	-1.411912229	-1.251119655	-1.230101788	-0.25705447
P22670	5989	RFX1	-0.933894152	-0.299060703	-0.250275233	-0.656891312	0.062078518	0.026355333	-0.784510795	-0.701171147	-0.617857901	-0.404447257	-0.744230458	-0.981778187	-0.372365964	-0.064507441	-0.191538455	-0.578752249	0.416111136	-0.03186367	0.342062679
P22676	794	CALB2	1.010406338	-1.122514136	0.742436954	0.386563804	-1.724909075	-1.245431519	-0.488710925	1.873443299	-1.242455273	-1.789956876	-1.1536947	1.058987375	-0.930588001	-1.311056265	-0.635960247	-2.254767995	-1.434801454	-1.087807129	-2.295550105
P22681	867	CBL	-0.426521993	-0.265019665	-0.262283034	-0.556761226	0.071334274	0.163550583	0.014517273	-0.179000608	-0.732074839	-0.24408689	0.165254195	0.135900463	0.094400998	0.265721677	0.179948847	0.399868474	-0.542892588	-0.78108545	0.316261795
P22692	3487	IGFBP4	0.062552498	0.140616299	1.058231039	0.45773507	1.611815985	0.883086427	0.554251341	0.938524955	-0.109394389	0.825071535	1.291878497	NA	NA	0.323127813	0.116955546	1.478853931	0.575567752	0.847136451	-0.444172972
P22694	5567	PRKACB	-0.082256541	0.374414549	-0.095870024	-0.378459818	0.863981272	0.997272903	1.021228223	0.290528302	-0.430841706	0.178746297	0.438527811	-0.080206544	0.692826739	0.679753145	-0.104400791	0.716562471	0.102643891	-1.372209095	0.697819255
P22695	7385	UQCRC2	-0.345015282	-0.661082737	-0.411345924	-0.180641141	-0.430582958	-0.112686989	-0.571179829	0.34620764	-0.671638234	-0.619796951	-0.608048415	-0.221614907	-0.422913569	-0.358844211	-0.456469449	-0.601997797	0.620192365	-0.565938708	-0.422347135
P22732	6518	SLC2A5	-0.830494806	0.371507335	1.341469752	-0.961171608	0.733988856	0.751638278	-1.362373562	-0.209896952	-2.049269209	-0.112752509	-0.603562322	-0.589881599	-0.75815679	0.194785166	0.531820272	-0.881615605	-1.506547575	-1.237437272	-2.097112358
P22735	7051	TGM1	-0.135871806	-0.905043675	-0.629725862	0.805071975	1.067405514	-0.498441592	-1.875260106	0.146575005	1.161115759	1.118390517	-1.538346452	-1.253254674	-1.544414922	-0.444039233	-0.821971444	-0.059012417	-0.226478957	0.211871086	1.224071047
P22792	1370	CPN2	1.388653689	0.977858484	1.323248019	0.621013421	0.490774006	1.196085826	1.006408181	0.654477808	1.191309326	-0.259775795	1.587906105	0.457614398	1.194093065	1.5217723	1.516440554	2.322272247	0.041880317	1.464670086	-0.814958636
P22830	2235	FECH	0.393372149	-0.166887336	0.252504383	0.267693699	0.327761289	-0.004320906	0.329258372	0.331334295	-0.108035048	0.168282554	0.059857971	0.350061084	0.340223021	0.495885708	0.31107095	0.211539748	0.794340876	-0.021348054	0.400788177
P22891	8858	PROZ	1.158805715	-0.771866504	1.005503919	-0.026537509	0.44452574	0.797245482	0.570843159	1.176573869	NA	0.456791829	1.29640461	0.903896768	0.98375122	-0.204539357	-1.634844225	1.138621296	1.647000098	1.224768777	-0.085071374
P22894	4317	MMP8	0.941608208	NA	NA	NA	-0.495015692	1.744395787	-0.087163341	1.556334546	0.071954645	-0.080122806	2.042659918	3.70605924	0.670156086	0.267423118	1.449385189	NA	NA	NA	-0.24716849
P22897	4360	MRC1	0.690621185	0.421607095	1.169568583	0.792851467	0.776393455	0.580152737	0.609757439	1.431742611	1.061403154	1.522281594	1.379549995	1.71156961	1.179793881	0.554049911	1.694785008	1.457892236	-0.253445136	0.820107113	0.210324172
P23141	1066	CES1	3.406101726	0.836936033	0.54947271	1.127897728	0.243613148	1.575376513	1.460125423	0.473262932	1.474907913	0.465048849	1.579626646	1.381954355	1.544870513	1.992364206	0.588227895	1.048176217	-0.091571479	1.622814369	1.231690842
P23142	2192	FBLN1	0.036330787	-0.387191399	0.680878432	-0.074701785	1.336613574	-0.061362707	1.241693086	-1.037417441	-0.100468076	1.64161832	0.088469945	-0.02297493	0.96345121	-0.083616987	-0.325307375	-0.081548351	-0.96962524	0.24201239	-0.415351032
P23193	6917	TCEA1	-1.032383565	-0.83916005	-0.729827198	-1.212476851	-0.183050332	-0.873986101	-1.537682249	-1.443545141	-0.859878806	-0.833735808	-1.065748604	-0.935759555	-0.882407818	-0.504523493	-0.833956051	-1.154475504	-1.582198251	-1.253938367	0.159218041
P23219	5742	PTGS1	-0.071818106	-0.823493828	-0.109894686	-1.405501366	-0.497810585	-0.406288536	0.073178306	-0.149667124	-0.627609985	-0.952673977	-1.004788736	-0.356826237	-0.85316249	-0.004772073	-0.796293138	-0.926650275	-0.224322853	-0.70296569	0.457345925
P23229	3655	ITGA6	0.278592743	-0.052783754	0.627540077	0.72100393	1.142108943	0.354005457	1.802047098	0.465097745	0.700619926	0.957826191	1.309146441	-0.141503602	0.163544481	1.652351194	0.005429052	0.578524428	-0.091577767	0.122784099	0.44088008
P23246	6421	SFPQ	-1.030332383	-1.062370438	-0.766864685	-0.967986826	-0.696420708	-0.672196771	-0.7779596	-0.599692946	-0.902012477	-0.907981943	-0.729587476	-0.753892284	-0.639758211	-0.550475152	-1.061524696	-0.852235556	-0.687862503	-0.840830849	0.001298502
P23258	7283	TUBG1	-1.045557364	-0.440606325	0.642560902	-0.779136086	0.398264161	-0.123989315	-1.16329953	0.373985143	-0.831511625	-0.756118493	-0.638266295	-0.7300198	-0.675638552	0.736562258	-0.705175571	0.136662226	0.288195622	-1.928673324	0.779877209
P23280	765	CAH6	NA	1.330148525	-0.561807082	0.104590753	NA	NA	0.352873608	-0.1645372	1.138372821	1.474826404	0.675466149	0.37317641	1.660647162	-0.443023554	0.976811871	0.749437125	-2.336019521	0.759350345	-1.990389775
P23284	5479	PPIB	-1.91566698	-1.686916886	-1.104034382	-1.489169258	-1.276657701	-1.130762697	-1.273244725	-0.528937913	-1.719721839	-1.407173561	-0.849876504	-1.096692526	-0.938788451	-0.827036042	-0.790629755	-0.987300373	-1.095869243	-1.060231507	-0.628168755
P23297	6271	S100A1	-0.607703321	-1.835550903	-0.528749973	-1.341853659	-5.832004903	-1.937980503	-1.209983552	-0.683897596	-1.188413564	-1.057085812	-1.498977486	-0.099233975	-1.427460207	-1.588214288	-1.188265466	-3.446685593	-0.177318923	-0.664931906	1.56346189
P23368	4200	ME2	-0.729641556	-0.453268657	0.237863769	-0.966975108	0.04759675	-0.046579934	-0.231770034	0.00067712	-0.987793334	-0.74046659	-0.351736431	-0.584895053	-0.381366531	0.182373039	-0.150321515	-0.24713449	-0.998203088	-1.010931102	-0.122994739
P23378	2731	GLDC	-0.748864132	-0.44181545	-1.102214541	-0.307730296	-1.657472897	-1.098130841	-0.942215092	-0.817231965	-0.436197418	-1.136109548	-1.016394193	-1.289060238	-1.33349418	-0.218290992	-0.491368951	-0.94469011	-0.554883719	0.023961351	0.072915953
P23381	7453	WARS1	-0.491592416	-0.94629259	0.282092049	-1.413458462	-0.559029275	-0.432609401	-0.240380703	-0.238334348	-0.988554268	-1.397003336	-0.164455278	-0.754866465	-0.674746465	-0.125216234	-0.587798767	-0.334790214	-0.741042064	-0.729019275	-0.066180878
P23396	6188	RPS3	-1.704106215	-1.430238957	-0.825514738	-1.417624549	-0.875763554	-0.851534859	-1.439202955	-0.777084001	-1.301099175	-1.283004197	-0.884416174	-1.311870087	-0.999545106	-0.756880103	-0.508864342	-0.953044934	-1.219233425	-1.102199779	-0.332174661
P23434	2653	GCSH	-1.721916889	-0.92724925	-1.237107513	-3.229567762	-1.685642693	-1.043633908	0.039859439	1.836190668	-1.555298252	-0.931762491	-0.930526552	-0.263927751	-1.019147368	-0.99589513	-0.610442738	-0.740789357	-0.858528125	-2.065461403	-0.540213626
P23443	6198	RPS6KB1	0.305168013	-0.131332018	0.017165329	-0.003898219	0.034555572	0.125967587	-0.316513116	-0.439710085	-0.594785009	-0.305562138	0.005950665	0.034160872	-0.181914701	-0.230330877	0.425211632	0.031414745	1.541097813	-0.51580565	0.362549261
P23458	3716	JAK1	0.152419903	0.305253041	0.405138675	0.070232579	0.840072003	0.435137187	0.698220066	0.636857858	0.335998527	0.552831785	0.345615613	0.012101216	0.061322395	0.409574945	0.167174314	0.112142161	-0.421413352	-0.079061281	0.512807406
P23469	5791	PTPRE	-0.145538485	-0.438253104	0.810341575	-0.274428292	0.064026318	0.44729228	0.19033214	-0.705414953	0.067730285	-0.588514975	-0.03996173	-0.1757283	-0.226910587	0.419971469	-0.281939449	0.28781743	-0.772585051	-0.892691537	0.387076536
P23470	5793	PTPRG	-0.183245389	-0.01492631	0.235573879	0.138586476	0.007165281	-0.020400989	-0.342429123	-0.149665476	-0.604090418	0.011360751	-0.170248519	0.280342118	0.15199034	-0.103600399	0.393392872	-0.111373614	-0.065787568	0.027479184	0.092315554
P23497	6672	SP100	-1.02737691	-0.856252418	-0.581479209	-0.940414965	-0.057825225	-0.688195383	-0.366793395	-0.509031924	-0.057236489	-0.467883078	-0.377839365	-0.534850127	-0.235637701	-0.438133337	-0.611510421	-0.547675327	-1.821255002	-0.750074358	-0.127381858
P23508	4163	MCC	-0.237917725	-0.264746289	0.298859731	-0.734255945	-0.154908591	-0.441371122	NA	NA	NA	NA	0.047617636	-0.600023605	-0.106315718	0.714890644	0.530786193	0.308375576	0.459589368	-0.57833433	-0.297403
P23511	4800	NFYA	-1.074915198	0.428952633	-0.256336816	0.051696929	-0.153342667	0.158860863	0.022224575	-0.642557284	-0.881696729	-0.193350633	-1.938696578	-1.826890233	-1.078173763	-0.168419386	-0.259592885	-0.963422138	1.072174864	-0.264945275	-0.195661931
P23526	191	AHCY	-0.996334426	-0.876595408	-0.923537057	-1.554805556	-0.873218756	-0.782236258	-1.426475974	-0.848626833	-1.836951845	-1.379321143	-0.825599274	-1.418284086	-0.572621074	-0.198070123	-0.834838151	-0.651229815	-0.561504039	-1.214837804	0.30732569
P23528	1072	CFL1	-1.046481446	-1.00871899	-0.972405532	-1.449288586	-0.954043735	-0.669967224	-1.165965426	-0.762841116	-1.074814725	-1.945812145	-0.564115021	-0.612002826	-0.576522215	-0.453580411	-0.713246913	-0.977295622	-0.991825558	-1.587936387	-0.326950389
P23588	1975	EIF4B	-1.85808052	-1.388489896	-1.710633051	-1.483079841	-1.102741417	-0.938931734	-1.163699725	-1.097259208	-1.574488317	-0.88067464	-1.155686769	-0.777274108	-0.530502185	-0.552932852	-1.516476363	-0.985149731	-1.036214727	-1.074113523	0.186798782
P23610	474383	F8A2	0.390183394	-0.546882149	-0.022573549	-0.80943143	0.392423694	0.078530844	0.476326858	0.360330377	0.345636987	-0.231174344	-0.397128091	-0.0730033	-0.48518376	0.248876994	-0.180431883	0.145745195	-0.509056173	-1.237843327	-0.051831524
P23634	493	AT2B4	0.194685989	0.232676195	0.75250771	-0.191356202	0.259892099	0.757615395	1.333905257	0.345493083	-0.034997646	0.315651441	1.053870009	0.062845529	0.954946255	1.445047294	0.518939412	0.599748852	-0.868950637	-0.302772211	0.870170912
P23743	1606	DGKA	-0.347635402	-0.045576973	0.397854686	-0.109893579	0.525471566	0.258752906	0.233312448	0.453982168	0.708283296	0.187321819	0.175036281	0.260413766	0.581362561	0.714896277	0.122436023	0.536153792	-0.283950167	0.119900523	0.775416054
P23786	1376	CPT2	-0.486140974	-0.687659772	-0.504030157	-0.684178195	-0.938557395	-0.733934794	-1.073864117	-0.183688858	-0.334004823	-0.806561701	-0.85011927	-0.383294124	-0.614955859	-0.491632549	-1.263697723	-0.572952382	-0.738512613	-1.380563933	-0.055026316
P23919	1841	DTYMK	-1.221360219	-0.746632022	-0.612748075	-1.387773738	-0.594327653	-0.706801138	-1.043043301	-0.420414985	-1.208472344	-0.983864237	-0.920758157	-0.699106101	-0.946380807	-0.254550174	-0.57904464	-0.730912973	-1.447119117	-0.613734028	0.114564007
P23921	6240	RRM1	-0.564595729	-0.653359093	-0.552405548	-0.590800358	-0.104965709	-0.668397757	-1.014835503	-0.379520151	-0.582460341	-0.114163041	-0.538825248	-0.763594943	-0.612363361	-0.447692518	-0.417387718	-0.471192022	-0.711004955	-0.44834908	-0.405291167
P23946	1215	CMA1	1.300724236	1.001833925	0.778659405	1.881466988	2.458782686	0.360323964	1.271658035	2.232005423	2.965760487	1.801631176	3.2404214	0.854216148	0.83812278	2.156579635	2.023242199	1.894232562	0.020954821	-0.314647397	-0.552807868
P24043	3908	LAMA2	1.43946617	0.799143452	0.836173384	1.053980077	1.727543752	0.966802171	1.82927696	0.522313649	0.171554911	2.069640073	1.420841959	1.274892302	1.971441184	2.091541819	0.009219916	0.58269155	3.019518356	0.334242155	0.757846643
P24158	5657	PRTN3	0.32589729	-1.433431282	1.229643583	-0.763934006	-1.399205572	-0.704604113	0.00697286	0.804830602	-1.802487212	-1.315836687	0.869831946	1.71528971	0.114048717	1.076469967	0.151088114	1.725941724	0.686401677	-0.077392392	0.470529069
