EntrezID,Gene,Ensembl,Genomic Location,Core GESP Score ,Final GESP Score ,Integral monotopic GESP,GPCR,Ion Channel,Kinase,Enzyme,Transporter
112,ADCY6,ENSG00000174233,chr12:48766194-48789037:-,9,12.5,,,,,1,
64420,SUSD1,ENSG00000106868,chr9:112040785-112175408:-,9,12.5,,,,,,
81533,ITFG1,ENSG00000129636,chr16:47154387-47464149:-,9,12.5,,,,,,
1954,MEGF8,ENSG00000105429,chr19:42325609-42378769:+,9,12.5,,,,,,
1378,CR1,ENSG00000203710,chr1:207496147-207640647:+,9,12,,,,,,
5732,PTGER2,ENSG00000125384,chr14:52314305-52328606:+,9,12,,1,,,,
1951,CELSR3,ENSG00000008300,chr3:48636469-48662915:-,9,12,,1,,,,
8321,FZD1,ENSG00000157240,chr7:91264364-91271326:+,9,12,,1,,,,
53637,S1PR5,ENSG00000180739,chr19:10512742-10517931:-,9,12,,1,,,,
2696,GIPR,ENSG00000010310,chr19:45668244-45683724:+,9,12,,1,,,,
54549,SDK2,ENSG00000069188,chr17:73334384-73644089:-,9,12,,,,,,
29933,GPR132,ENSG00000183484,chr14:105049389-105065445:-,9,12,,1,,,,
3133,HLA-E,ENSG00000204592,chr6:30489467-30494205:+,9,12,,,,,,
266977,ADGRF1,ENSG00000153292,chr6:46997703-47042363:-,9,12,,1,,,,
84658,ADGRE3,ENSG00000131355,chr19:14619117-14690027:-,9,12,,1,,,,
3554,IL1R1,ENSG00000115594,chr2:102064544-102179874:+,9,11.5,,,,,,
2066,ERBB4,ENSG00000178568,chr2:211375717-212538841:-,9,11.5,,,,1,,
2012,EMP1,ENSG00000134531,chr12:13196716-13219939:+,9,11.5,,,,,,
7036,TFR2,ENSG00000106327,chr7:100620416-100642779:-,9,11.5,,,,,1,
6530,SLC6A2,ENSG00000103546,chr16:55655604-55706192:+,9,11.5,,,,,,1
1365,CLDN3,ENSG00000165215,chr7:73768997-73770270:-,9,11.5,,,,,,
9180,OSMR,ENSG00000145623,chr5:38845858-38945596:+,9,11.5,,,,,,
1366,CLDN7,ENSG00000181885,chr17:7259903-7263983:-,9,11.5,,,,,,
81607,PVRL4,ENSG00000143217,chr1:161070995-161089599:-,9,11.5,,,,,,
4804,NGFR,ENSG00000064300,chr17:49495293-49515017:+,9,11.5,,,,,,
115352,FCRL3,ENSG00000160856,chr1:157674321-157700857:-,9,11.5,,,,,,
7784,ZP3,ENSG00000188372,chr7:76397518-76442071:+,9,11.5,,,,,,
10103,TSPAN1,ENSG00000117472,chr1:46175073-46185958:+,9,11.5,,,,,,
10599,SLCO1B1,ENSG00000134538,chr12:21131202-21239246:+,9,11.5,,,,,,1
4041,LRP5,ENSG00000162337,chr11:68312609-68449275:+,9,11.5,,,,,,
3738,KCNA3,ENSG00000177272,chr1:110672465-110675033:-,9,11.5,,,1,,,
83416,FCRL5,ENSG00000143297,chr1:157513377-157552520:-,9,11.5,,,,,,
5023,P2RX1,ENSG00000108405,chr17:3896592-3916500:-,9,11.5,,,1,,,
58191,CXCL16,ENSG00000161921,chr17:4733526-4739922:-,9,11.5,,,,,,
2215,FCGR3B,ENSG00000162747,chr1:161623196-161631963:-,9,11.5,,,,,,
27076,LYPD3,ENSG00000124466,chr19:43460787-43465660:-,9,11.5,,,,,,
92,ACVR2A,ENSG00000121989,chr2:147844517-147930826:+,9,11.5,,,,1,,
151888,BTLA,ENSG00000186265,chr3:112463968-112499561:-,9,11.5,,,,,,
23769,FLRT1,ENSG00000126500,chr11:64103188-64119173:+,9,11.5,,,,,,
3249,HPN,ENSG00000105707,chr19:35040506-35066571:+,9,11.5,,,,,1,
338440,ANO9,ENSG00000185101,chr11:417933-442011:-,9,11.5,,,,,,
9466,IL27RA,ENSG00000104998,chr19:14031748-14053216:+,9,11.5,,,,,,
57633,LRRN1,ENSG00000175928,chr3:3799437-3847703:+,9,11.5,,,,,,
79368,FCRL2,ENSG00000132704,chr1:157745733-157777132:-,9,11.5,,,,,,
55867,SLC22A11,ENSG00000168065,chr11:64555626-64572875:+,9,11.5,,,,,,1
57722,IGDCC4,ENSG00000103742,chr15:65381464-65423072:-,9,11.5,,,,,,
91749,KIAA1919,ENSG00000173214,chr6:111259348-111271167:+,9,11.5,,,,,,
57462,KIAA1161,ENSG00000164976,chr9:34366670-34376853:-,9,11.5,,,,,1,
163702,IFNLR1,ENSG00000185436,chr1:24154157-24187959:-,9,11.5,,,,,,
6535,SLC6A8,ENSG00000130821,chrX:153688099-153696593:+,9,11.5,,,,,,1
85413,SLC22A16,ENSG00000004809,chr6:110424687-110476641:-,9,11.5,,,,,,1
149233,IL23R,ENSG00000162594,chr1:67166400-67259979:+,9,11.5,,,,,,
6259,RYK,ENSG00000163785,chr3:134065303-134250744:-,9,11.5,,,,1,,
161198,CLEC14A,ENSG00000176435,chr14:38254103-38256369:-,9,11.5,,,,,,
79770,TXNDC15,ENSG00000113621,chr5:134873803-134901525:+,9,11.5,,,,,,
51374,ATRAID,ENSG00000138085,chr2:27212027-27217178:+,9,11.5,,,,,,
56100,PCDHGB6,ENSG00000253305,chr5:141408021-141512979:+,9,11.5,,,,,,
55576,STAB2,ENSG00000136011,chr12:103587273-103766727:+,9,11.5,,,,,,
3568,IL5RA,ENSG00000091181,chr3:3066326-3126613:-,9,11.5,,,,,,
84634,KISS1R,ENSG00000116014,chr19:917287-921015:+,9,11,,1,,,,
926,CD8B,ENSG00000172116,chr2:86815339-86861924:-,9,11,,,,,,
1441,CSF3R,ENSG00000119535,chr1:36466043-36483278:-,9,11,,,,,,
55366,LGR4,ENSG00000205213,chr11:27365961-27472775:-,9,11,,1,,,,
2925,GRPR,ENSG00000126010,chrX:16123556-16153021:+,9,11,,1,,,,
8685,MARCO,ENSG00000019169,chr2:118942166-118994660:+,9,11,,,,,,
28234,SLCO1B3,ENSG00000111700,chr12:20810702-20916911:+,9,11,,,,,,1
23284,ADGRL3,ENSG00000150471,chr4:61201258-62078335:+,9,11,,1,,,,
4978,OPCML,ENSG00000183715,chr11:132414977-133532519:-,9,11,,,,,,
1131,CHRM3,ENSG00000133019,chr1:239386565-239915452:+,9,11,,1,,,,
2863,GPR39,ENSG00000183840,chr2:132416574-132646559:+,9,11,,1,,,,
5739,PTGIR,ENSG00000160013,chr19:46620468-46625118:-,9,11,,1,,,,
1272,CNTN1,ENSG00000018236,chr12:40692442-41072418:+,9,11,,,,,,
253559,CADM2,ENSG00000175161,chr3:84958981-86074429:+,9,11,,,,,,
338442,HCAR2,ENSG00000182782,chr12:122701293-122703343:-,9,11,,1,,,,
2825,GPR1,ENSG00000183671,chr2:206175316-206218047:-,9,11,,1,,,,
27199,OXGR1,ENSG00000165621,chr13:96985719-96994730:-,9,11,,1,,,,
9283,GPR37L1,ENSG00000170075,chr1:202122858-202133592:+,9,11,,1,,,,
54328,GPR173,ENSG00000184194,chrX:53049091-53080615:+,9,11,,1,,,,
353091,RAET1G,ENSG00000203722,chr6:149916878-149923121:-,9,11,,,,,,
577,ADGRB3,ENSG00000135298,chr6:68635367-69389511:+,9,11,,1,,,,
56670,SUCNR1,ENSG00000198829,chr3:151873643-151884619:+,9,11,,1,,,,
1816,DRD5,ENSG00000169676,chr4:9781680-9784009:+,9,11,,1,,,,
7201,TRHR,ENSG00000174417,chr8:109086621-109119584:+,9,11,,1,,,,
9340,GLP2R,ENSG00000065325,chr17:9822206-9892102:+,9,11,,1,,,,
81491,GPR63,ENSG00000112218,chr6:96794126-96837463:-,9,11,,1,,,,
116511,MAS1L,ENSG00000204687,chr6:29486697-29487956:-,9,11,,1,,,,
350383,GPR142,ENSG00000257008,chr17:74367407-74372622:+,9,11,,1,,,,
81472,OR2C3,ENSG00000196242,chr1:247530132-247533839:-,9,11,,1,,,,
2679,GGT3P,ENSG00000197421,chr22:18773665-18843399:-,9,11,,,,,1,
7113,TMPRSS2,ENSG00000184012,chr21:41464551-41531116:-,9,10.5,,,,,1,
959,CD40LG,ENSG00000102245,chrX:136648193-136660390:+,9,10.5,,,,,,
374,AREG,ENSG00000109321,chr4:74445134-74455009:+,9,10.5,,,,,,
7035,TFPI,ENSG00000003436,chr2:187464230-187565760:-,9,10.5,,,,,,
5284,PIGR,ENSG00000162896,chr1:206928518-206946466:-,9,10.5,,,,,,
658,BMPR1B,ENSG00000138696,chr4:94757968-95158448:+,9,10.5,,,,1,,
4916,NTRK3,ENSG00000140538,chr15:87859751-88256768:-,9,10.5,,,,1,,
9173,IL1RL1,ENSG00000115602,chr2:102311502-102352037:+,9,10.5,,,,,,
360,AQP3,ENSG00000165272,chr9:33441154-33447611:-,9,10.5,,,,,,
5244,ABCB4,ENSG00000005471,chr7:87401697-87480435:-,9,10.5,,,,,,1
23621,BACE1,ENSG00000186318,chr11:117285207-117316259:-,9,10.5,,,,,1,
4099,MAG,ENSG00000105695,chr19:35292125-35313804:+,9,10.5,,,,,,
1811,SLC26A3,ENSG00000091138,chr7:107765467-107803225:-,9,10.5,,,,,,1
10178,TENM1,ENSG00000009694,chrX:124375903-124963817:-,9,10.5,,,,,,
64399,HHIP,ENSG00000164161,chr4:144646021-144745271:+,9,10.5,,,,,,
1839,HBEGF,ENSG00000113070,chr5:140332843-140346631:-,9,10.5,,,,,,
2205,FCER1A,ENSG00000179639,chr1:159289714-159308224:+,9,10.5,,,,,,
5801,PTPRR,ENSG00000153233,chr12:70638073-70920843:-,9,10.5,,,,,1,
9075,CLDN2,ENSG00000165376,chrX:106900164-106930861:+,9,10.5,,,,,,
56666,PANX2,ENSG00000073150,chr22:50170731-50180294:+,9,10.5,,,1,,,
10219,KLRG1,ENSG00000139187,chr12:8950044-9010760:+,9,10.5,,,,,,
2811,GP1BA,ENSG00000185245,chr17:4932297-4935030:+,9,10.5,,,,,,
177,AGER,ENSG00000204305,chr6:32180968-32184324:-,9,10.5,,,,,,
6340,SCNN1G,ENSG00000166828,chr16:23182715-23216883:+,9,10.5,,,1,,,
9356,SLC22A6,ENSG00000197901,chr11:62936385-62984983:-,9,10.5,,,,,,1
8647,ABCB11,ENSG00000073734,chr2:168922938-169031322:-,9,10.5,,,,,,1
8515,ITGA10,ENSG00000143127,chr1:145891208-145910189:-,9,10.5,,,,,,
201633,TIGIT,ENSG00000181847,chr3:114276913-114310288:+,9,10.5,,,,,,
432,ASGR1,ENSG00000141505,chr17:7173431-7179564:-,9,10.5,,,,,,
29881,NPC1L1,ENSG00000015520,chr7:44512535-44541315:-,9,10.5,,,,,,
50636,ANO7,ENSG00000146205,chr2:241188509-241225377:+,9,10.5,,,,,,
30061,SLC40A1,ENSG00000138449,chr2:189560579-189583758:-,9,10.5,,,,,,1
196740,VSTM4,ENSG00000165633,chr10:49014245-49115509:-,9,10.5,,,,,,
127534,GJB4,ENSG00000189433,chr1:34759741-34763724:+,9,10.5,,,,,,
203859,ANO5,ENSG00000171714,chr11:22193176-22283357:+,9,10.5,,,,,,
9080,CLDN9,ENSG00000213937,chr16:3012456-3014505:+,9,10.5,,,,,,
57463,AMIGO1,ENSG00000181754,chr1:109504175-109509738:-,9,10.5,,,,,,
54413,NLGN3,ENSG00000196338,chrX:71144831-71171201:+,9,10.5,,,,,1,
140453,MUC17,ENSG00000169876,chr7:101020072-101058745:+,9,10.5,,,,,,
286133,SCARA5,ENSG00000168079,chr8:27869882-27992727:-,9,10.5,,,,,,
9963,SLC23A1,ENSG00000170482,chr5:139367196-139384553:-,9,10.5,,,,,,1
56130,PCDHB6,ENSG00000113211,chr5:141150022-141153287:+,9,10.5,,,,,,
6476,SI,ENSG00000090402,chr3:164978898-165078495:-,9,10.5,,,,,1,
56098,PCDHGC4,ENSG00000242419,chr5:141484997-141512979:+,9,10.5,,,,,,
9312,KCNB2,ENSG00000182674,chr8:72537391-72938349:+,9,10.5,,,1,,,
10699,CORIN,ENSG00000145244,chr4:47593998-47838106:-,9,10.5,,,,,,
11254,SLC6A14,ENSG00000268104,chrX:116436622-116461458:+,9,10.5,,,,,,1
286676,ILDR1,ENSG00000145103,chr3:121987323-122022204:-,9,10.5,,,,,,
56125,PCDHB11,ENSG00000197479,chr5:141199582-141203779:+,9,10.5,,,,,,
6332,SCN7A,ENSG00000136546,chr2:166403573-166494247:-,9,10.5,,,1,,,
84631,SLITRK2,ENSG00000185985,chrX:145817832-145825842:+,9,10.5,,,,,,
6538,SLC6A11,ENSG00000132164,chr3:10816200-10940733:+,9,10.5,,,,,,1
22802,CLCA4,ENSG00000016602,chr1:86547078-86580754:+,9,10.5,,,1,,,
64403,CDH24,ENSG00000139880,chr14:23047062-23057538:-,9,10.5,,,,,,
27345,KCNMB4,ENSG00000135643,chr12:70366276-70434292:+,9,10.5,,,1,,,
63027,SLC22A23,ENSG00000137266,chr6:3268962-3457022:-,9,10.5,,,,,,1
137075,CLDN23,ENSG00000253958,chr8:8701938-8704106:+,9,10.5,,,,,,
55117,SLC6A15,ENSG00000072041,chr12:84859488-84913615:-,9,10.5,,,,,,1
161291,TMEM30B,ENSG00000182107,chr14:61277370-61281840:-,9,10.5,,,,,,
56131,PCDHB4,ENSG00000081818,chr5:141121799-141125623:+,9,10.5,,,,,,
56103,PCDHGB2,ENSG00000253910,chr5:141360042-141512979:+,9,10.5,,,,,,
283316,CD163L1,ENSG00000177675,chr12:7346685-7479897:-,9,10.5,,,,,,
10500,SEMA6C,ENSG00000143434,chr1:151131685-151146664:-,9,10.5,,,,,,
9843,HEPH,ENSG00000089472,chrX:66162549-66268867:+,9,10.5,,,,,,
283375,SLC39A5,ENSG00000139540,chr12:56230049-56237846:+,9,10.5,,,,,,1
55089,SLC38A4,ENSG00000139209,chr12:46764761-46832408:-,9,10.5,,,,,,1
3747,KCNC2,ENSG00000166006,chr12:75040077-75209868:-,9,10.5,,,1,,,
56124,PCDHB12,ENSG00000120328,chr5:141208697-141212571:+,9,10.5,,,,,,
147495,APCDD1,ENSG00000154856,chr18:10454628-10489948:+,9,10.5,,,,,,
8995,TNFSF18,ENSG00000120337,chr1:173039960-173050963:-,9,10.5,,,,,,
84918,LRP11,ENSG00000120256,chr6:149818798-149864026:-,9,10.5,,,,,,
56113,PCDHGA2,ENSG00000081853,chr5:141338760-141512979:+,9,10.5,,,,,,
64084,CLSTN2,ENSG00000158258,chr3:139935185-140577397:+,9,10.5,,,,,,
115019,SLC26A9,ENSG00000174502,chr1:205913048-205943460:-,9,10.5,,,,,,1
84102,SLC41A2,ENSG00000136052,chr12:104802553-104958744:-,9,10.5,,,,,,1
56106,PCDHGA10,ENSG00000253846,chr5:141412987-141512979:+,9,10.5,,,,,,
56109,PCDHGA6,ENSG00000253731,chr5:141373914-141512979:+,9,10.5,,,,,,
23505,TMEM131,ENSG00000075568,chr2:97756333-97995891:-,9,10.5,,,,,,
56105,PCDHGA11,ENSG00000253873,chr5:141421047-141512979:+,9,10.5,,,,,,
56108,PCDHGA7,ENSG00000253537,chr5:141382739-141512979:+,9,10.5,,,,,,
9177,HTR3B,ENSG00000149305,chr11:113904677-113946565:+,9,10.5,,,1,,,
27328,PCDH11X,ENSG00000102290,chrX:91779261-92623230:+,9,10.5,,,,,,
57829,ZP4,ENSG00000116996,chr1:237877864-237890922:-,9,10.5,,,,,,
56142,PCDHA6,ENSG00000081842,chr5:140827958-141012344:+,9,10.5,,,,,,
54946,SLC41A3,ENSG00000114544,chr3:126006355-126101561:-,9,10.5,,,,,,1
56112,PCDHGA3,ENSG00000254245,chr5:141343829-141512979:+,9,10.5,,,,,,
56102,PCDHGB3,ENSG00000262209,chr5:141370264-141512979:+,9,10.5,,,,,,
56110,PCDHGA5,ENSG00000253485,chr5:141364232-141512979:+,9,10.5,,,,,,
56139,PCDHA10,ENSG00000250120,chr5:140855883-141012344:+,9,10.5,,,,,,
1830,DSG3,ENSG00000134757,chr18:31447795-31478702:+,9,10,,,,,,
5551,PRF1,ENSG00000180644,chr10:70597348-70602775:-,9,10,,,,,,
259197,NCR3,ENSG00000204475,chr6:31588895-31592985:-,9,10,,,,,,
54756,IL17RD,ENSG00000144730,chr3:57089982-57170306:-,9,10,,,,,,
54538,ROBO4,ENSG00000154133,chr11:124883691-124898500:-,9,10,,,,,,
1942,EFNA1,ENSG00000169242,chr1:155127460-155134857:+,9,9.5,,,,1,,
2675,GFRA2,ENSG00000168546,chr8:21690403-21812357:-,9,9,,,,,,
50487,PLA2G3,ENSG00000100078,chr22:31134809-31140607:-,9,9,,,,,1,
351,APP,ENSG00000142192,chr21:25880550-26171128:-,8,18.5,,,,,,
6515,SLC2A3,ENSG00000059804,chr12:7919230-7936275:-,8,17.5,,,,,,1
7037,TFRC,ENSG00000072274,chr3:196027183-196082189:-,8,16.5,,,,,,
493,ATP2B4,ENSG00000058668,chr1:203626561-203744081:+,8,16.5,,,,,,1
6868,ADAM17,ENSG00000151694,chr2:9488486-9555792:-,8,15.5,,,,,1,
950,SCARB2,ENSG00000138760,chr4:76158737-76213893:-,8,15.5,,,,,,
4627,MYH9,ENSG00000100345,chr22:36281281-36388018:-,8,15,,,,,,
2817,GPC1,ENSG00000063660,chr2:240435671-240468078:+,8,15,,,,,,
4323,MMP14,ENSG00000157227,chr14:22836557-22849027:+,8,14.5,,,,,1,
5355,PLP2,ENSG00000102007,chrX:49171926-49175239:+,8,14.5,,,,,,
4065,LY75,ENSG00000054219,chr2:159803355-159904749:-,8,14.5,,,,,,
3135,HLA-G,ENSG00000204632,chr6:29826967-29831125:+,8,13.5,,,,,,
3778,KCNMA1,ENSG00000156113,chr10:76869601-77638595:-,8,13.5,,,1,,,
5786,PTPRA,ENSG00000132670,chr20:2864184-3039076:+,8,13.5,,,,,1,
118429,ANTXR2,ENSG00000163297,chr4:79901149-80125454:-,8,13.5,,,,,,
54972,TMEM132A,ENSG00000006118,chr11:60924463-60937159:+,8,13,,,,,,
3269,HRH1,ENSG00000196639,chr3:11137093-11263557:+,8,13,,1,,,,
6869,TACR1,ENSG00000115353,chr2:75046463-75199700:-,8,13,,1,,,,
2642,GCGR,ENSG00000215644,chr17:81804132-81814013:+,8,13,,1,,,,
1269,CNR2,ENSG00000188822,chr1:23870526-23913362:-,8,13,,1,,,,
1129,CHRM2,ENSG00000181072,chr7:136868669-137020255:+,8,13,,1,,,,
6335,SCN9A,ENSG00000169432,chr2:166195185-166375993:-,8,12.5,,,1,,,
10653,SPINT2,ENSG00000167642,chr19:38244035-38292614:+,8,12.5,,,,,1,
55503,TRPV6,ENSG00000165125,chr7:142871203-142885762:-,8,12.5,,,1,,,
6532,SLC6A4,ENSG00000108576,chr17:30194319-30236002:-,8,12.5,,,,,,1
51458,RHCG,ENSG00000140519,chr15:89471398-89496613:-,8,12.5,,,,,,
84679,SLC9A7,ENSG00000065923,chrX:46599252-46759172:-,8,12.5,,,,,,1
10099,TSPAN3,ENSG00000140391,chr15:77041404-77083984:-,8,12.5,,,,,,
7105,TSPAN6,ENSG00000000003,chrX:100627109-100639991:-,8,12.5,,,,,,
2741,GLRA1,ENSG00000145888,chr5:151822513-151924842:-,8,12.5,,,1,,,
1823,DSC1,ENSG00000134765,chr18:31129236-31162856:-,8,12.5,,,,,,
729230,CCR2,ENSG00000121807,chr3:46353734-46360928:+,8,12,,1,,,,
1815,DRD4,ENSG00000069696,chr11:637293-640706:+,8,12,,1,,,,
7855,FZD5,ENSG00000163251,chr2:207762586-207769563:-,8,12,,1,,,,
1235,CCR6,ENSG00000112486,chr6:167111807-167139696:+,8,12,,1,,,,
8612,PPAP2C,ENSG00000141934,chr19:281040-291504:-,8,12,,,,,1,
54805,CNNM2,ENSG00000148842,chr10:102918293-103090221:+,8,12,,,,,,
55890,GPRC5C,ENSG00000170412,chr17:74424851-74451653:+,8,12,,1,,,,
63895,PIEZO2,ENSG00000154864,chr18:10666483-11148762:-,8,12,,,1,,,
1132,CHRM4,ENSG00000180720,chr11:46385098-46386608:-,8,12,,1,,,,
9976,CLEC2B,ENSG00000110852,chr12:9852984-9870136:-,8,12,,,,,,
886,CCKAR,ENSG00000163394,chr4:26481400-26490462:-,8,12,,1,,,,
969,CD69,ENSG00000110848,chr12:9752486-9760901:-,8,11.5,,,,,,
5789,PTPRD,ENSG00000153707,chr9:8314246-10612723:-,8,11.5,,,,,1,
2615,LRRC32,ENSG00000137507,chr11:76657524-76670747:-,8,11.5,,,,,,
7804,LRP8,ENSG00000157193,chr1:53242364-53328070:-,8,11.5,,,,,,
249,ALPL,ENSG00000162551,chr1:21509372-21578412:+,8,11.5,,,,,1,
6833,ABCC8,ENSG00000006071,chr11:17392885-17476845:-,8,11.5,,,,,,1
9900,SV2A,ENSG00000159164,chr1:149903318-149917882:-,8,11.5,,,,,,
2902,GRIN1,ENSG00000176884,chr9:137138390-137168762:+,8,11.5,,,1,,,
92745,SLC38A5,ENSG00000017483,chrX:48458537-48470256:-,8,11.5,,,,,,1
8809,IL18R1,ENSG00000115604,chr2:102311529-102398775:+,8,11.5,,,,,,
4055,LTBR,ENSG00000111321,chr12:6375045-6391571:+,8,11.5,,,,,,
57622,LRFN1,ENSG00000128011,chr19:39306568-39315336:-,8,11.5,,,,,,
64116,SLC39A8,ENSG00000138821,chr4:102251041-102431258:-,8,11.5,,,,,,1
9057,SLC7A6,ENSG00000103064,chr16:68264516-68301823:+,8,11.5,,,,,,1
2993,GYPA,ENSG00000170180,chr4:144109303-144140751:-,8,11.5,,,,,,
55423,SIRPG,ENSG00000089012,chr20:1629152-1657779:-,8,11.5,,,,,,
1141,CHRNB2,ENSG00000160716,chr1:154567781-154580026:+,8,11.5,,,1,,,
8506,CNTNAP1,ENSG00000108797,chr17:42682613-42699814:+,8,11.5,,,,,,
6302,TSPAN31,ENSG00000135452,chr12:57738013-57750211:+,8,11.5,,,,,,
27075,TSPAN13,ENSG00000106537,chr7:16753535-16784536:+,8,11.5,,,,,,
54587,MXRA8,ENSG00000162576,chr1:1352689-1361777:-,8,11.5,,,,,,
1185,CLCN6,ENSG00000011021,chr1:11806096-11843144:+,8,11.5,,,1,,,
79713,IGFLR1,ENSG00000126246,chr19:35738801-35742453:-,8,11.5,,,,,,
79147,FKRP,ENSG00000181027,chr19:46746046-46776988:+,8,11.5,,,,,,
6327,SCN2B,ENSG00000149575,chr11:118161951-118176673:-,8,11.5,,,1,,,
81618,ITM2C,ENSG00000135916,chr2:230864639-230879248:+,8,11.5,,,,,,
9725,TMEM63A,ENSG00000196187,chr1:225845536-225882369:-,8,11.5,,,1,,,
90139,TSPAN18,ENSG00000157570,chr11:44726465-44932421:+,8,11.5,,,,,,
11118,BTN3A2,ENSG00000186470,chr6:26365159-26378320:+,8,11.5,,,,,,
51092,SIDT2,ENSG00000149577,chr11:117178733-117197445:+,8,11.5,,,,,,
359,AQP2,ENSG00000167580,chr12:49950741-49958881:+,8,11.5,,,,,,
8001,GLRA3,ENSG00000145451,chr4:174636914-174829314:-,8,11.5,,,1,,,
3579,CXCR2,ENSG00000180871,chr2:218125289-218137253:+,8,11,,1,,,,
5021,OXTR,ENSG00000180914,chr3:8750408-8769628:-,8,11,,1,,,,
623,BDKRB1,ENSG00000100739,chr14:96255824-96268967:+,8,11,,1,,,,
1292,COL6A2,ENSG00000142173,chr21:46098097-46132849:+,8,11,,,,,,
51280,GOLM1,ENSG00000135052,chr9:86026146-86100173:-,8,11,,,,,,
1230,CCR1,ENSG00000163823,chr3:46201709-46208396:-,8,11,,1,,,,
3356,HTR2A,ENSG00000102468,chr13:46831550-46897076:-,8,11,,1,,,,
552,AVPR1A,ENSG00000166148,chr12:63142759-63150942:-,8,11,,1,,,,
3358,HTR2C,ENSG00000147246,chrX:114584078-114910061:+,8,11,,1,,,,
283383,ADGRD1,ENSG00000111452,chr12:130953907-131141469:+,8,11,,1,,,,
80045,GPR157,ENSG00000180758,chr1:9100305-9129170:-,8,11,,1,,,,
25960,ADGRA2,ENSG00000020181,chr8:37784191-37844896:+,8,11,,1,,,,
11024,LILRA1,ENSG00000104974,chr19:54573879-54602090:+,8,11,,,,,,
11245,GPR176,ENSG00000166073,chr15:39799023-39920892:-,8,11,,1,,,,
9034,CCRL2,ENSG00000121797,chr3:46407163-46412997:+,8,11,,1,,,,
2838,GPR15,ENSG00000154165,chr3:98531899-98533150:+,8,11,,1,,,,
4544,MTNR1B,ENSG00000134640,chr11:92969720-92985066:+,8,11,,1,,,,
166647,ADGRA3,ENSG00000152990,chr4:22345071-22516054:-,8,11,,1,,,,
9290,GPR55,ENSG00000135898,chr2:230907318-230961066:-,8,11,,1,,,,
80835,TAS1R1,ENSG00000173662,chr1:6555181-6579757:+,8,11,,1,,,,
80834,TAS1R2,ENSG00000179002,chr1:18839599-18859682:-,8,11,,1,,,,
4352,MPL,ENSG00000117400,chr1:43337807-43352772:+,8,10.5,,,,,,
79054,TRPM8,ENSG00000144481,chr2:233917398-234019522:+,8,10.5,,,1,,,
1493,CTLA4,ENSG00000163599,chr2:203867786-203873960:+,8,10.5,,,,,,
27035,NOX1,ENSG00000007952,chrX:100843324-100874345:-,8,10.5,,,,,1,
54894,RNF43,ENSG00000108375,chr17:58352500-58417595:-,8,10.5,,,,,1,
9076,CLDN1,ENSG00000163347,chr3:190305701-190322475:-,8,10.5,,,,,,
50615,IL21R,ENSG00000103522,chr16:27402162-27452042:+,8,10.5,,,,,,
55630,SLC39A4,ENSG00000147804,chr8:144409742-144416895:-,8,10.5,,,,,,1
3714,JAG2,ENSG00000184916,chr14:105140981-105168824:-,8,10.5,,,,,,
56937,PMEPA1,ENSG00000124225,chr20:57648392-57711536:-,8,10.5,,,,,,
101,ADAM8,ENSG00000151651,chr10:133262403-133276868:-,8,10.5,,,,,1,
1137,CHRNA4,ENSG00000101204,chr20:63343223-63378401:-,8,10.5,,,1,,,
1201,CLN3,ENSG00000188603,chr16:28477279-28495575:-,8,10.5,,,,,,
5010,CLDN11,ENSG00000013297,chr3:170418865-170860380:+,8,10.5,,,,,,
219699,UNC5B,ENSG00000107731,chr10:71212570-71302864:+,8,10.5,,,,,,
4071,TM4SF1,ENSG00000169908,chr3:149369022-149377865:-,8,10.5,,,,,,
8633,UNC5C,ENSG00000182168,chr4:95162504-95549206:-,8,10.5,,,,,,
50617,ATP6V0A4,ENSG00000105929,chr7:138706295-138799560:-,8,10.5,,,,,1,
2898,GRIK2,ENSG00000164418,chr6:101398788-102070083:+,8,10.5,,,1,,,
23495,TNFRSF13B,ENSG00000240505,chr17:16929816-16972118:-,8,10.5,,,,,,
23418,CRB1,ENSG00000134376,chr1:197268204-197478455:+,8,10.5,,,,,,
6329,SCN4A,ENSG00000007314,chr17:63938554-63972918:-,8,10.5,,,1,,,
10100,TSPAN2,ENSG00000134198,chr1:115048011-115089500:-,8,10.5,,,,,,
59341,TRPV4,ENSG00000111199,chr12:109783085-109833401:-,8,10.5,,,1,,,
94,ACVRL1,ENSG00000139567,chr12:51906908-51923361:+,8,10.5,,,,1,,
3594,IL12RB1,ENSG00000096996,chr19:18058995-18098944:-,8,10.5,,,,,,
25769,SLC24A2,ENSG00000155886,chr9:19507452-19786928:-,8,10.5,,,,,,1
6567,SLC16A2,ENSG00000147100,chrX:74421461-74533917:+,8,10.5,,,,,,1
10686,CLDN16,ENSG00000113946,chr3:190322541-190412143:+,8,10.5,,,,,,
9037,SEMA5A,ENSG00000112902,chr5:9035026-9546075:-,8,10.5,,,,,,
491,ATP2B2,ENSG00000157087,chr3:10324023-10708031:-,8,10.5,,,,,,1
80704,SLC19A3,ENSG00000135917,chr2:227685210-227718012:-,8,10.5,,,,,,1
10351,ABCA8,ENSG00000141338,chr17:68867292-68955392:-,8,10.5,,,,,,1
143458,LDLRAD3,ENSG00000179241,chr11:35943981-36232136:+,8,10.5,,,,,,
27092,CACNG4,ENSG00000075461,chr17:66964910-67033398:+,8,10.5,,,1,,,
3682,ITGAE,ENSG00000083457,chr17:3714628-3801243:-,8,10.5,,,,,,
