UNIPROT	Entrez	symbol	GBM_GTEX.Y8DK.0011.R10A.SM.HAKY1	GBM_GTEX.UTHO.0011.R10A.SM.HAKY2	GBM_GTEX.R55F.0011.R10A.SM.HAKXY	GBM_GTEX.QVJO.0011.R10A.SM.HAKXV	GBM_GTEX.P44H.0011.R10A.SM.HAKXX	GBM_GTEX.RU72.0011.R10A.SM.HAKXS	GBM_GTEX.RN5K.0011.R10A.SM.HAKXU	GBM_GTEX.WVLH.0011.R10A.SM.HAKXZ	GBM_GTEX.Q2AG.0011.R10A.SM.HAKXT	GBM_GTEX.NPJ7.0011.R10A.SM.HAKXW
P28676	25801	GCA	-0.181584068	-0.193626925	0.089446604	-0.587093766	0.013636162	-0.108224339	0.229433186	-0.036850679	-0.029347218	-0.078321062
P28702	6257	RXRB	-0.032167866	-0.102421677	0.030952346	-0.097536978	-0.348670998	-0.059592702	0.101106402	-0.338029058	-0.11045714	0.139909135
P28715	2073	ERCC5	-0.328347574	-0.091351794	-0.202423803	-0.173322853	-0.064905949	-0.216405966	-0.267958956	-0.491966428	-0.290545153	-0.064855082
P28799	2896	GRN	-0.398712611	-0.380819338	-0.320734107	-0.060560903	-0.286964317	-0.340164245	-0.23081212	-0.378142548	-0.147780358	-0.158493376
P28827	5797	PTPRM	0.364830117	0.425139376	0.361753477	0.337232329	0.478744818	0.426730732	0.303071198	0.346300049	0.30455733	0.496233975
P28838	51056	LAP3	-1.14747846	-0.936057177	-0.868808331	-0.933538903	-1.071242995	-1.108429509	-1.041964631	-1.015519976	-1.13411383	-1.662986736
P28906	947	CD34	-0.571607013	-1.08536438	-0.71687737	-0.272589149	-0.349678973	-0.513829473	-0.587681113	-0.447165681	-0.332500881	-0.25737382
P28907	952	CD38	-0.097443346	-0.089189322	-0.148614073	-0.179020817	-0.070123295	-0.07345655	-0.389964867	-0.291767739	-0.378846516	-0.315264444
P29034	6273	S100A2	-1.630025254	-0.571624616	-2.621060353	-3.179756914	-1.015624587	-2.437983836	-1.574944612	-1.105413082	-1.344155195	-1.883987174
P29074	5775	PTPN4	0.118548067	0.563311422	0.821765189	0.732969844	0.76273894	0.802643981	NA	0.098471231	0.821368462	0.750650559
P29083	2960	GTF2E1	-0.202801502	-0.5907358	-0.260087024	-0.462970481	-0.17743002	0.100208485	-0.392746873	0.042306944	-0.115962802	0.064321844
P29084	2961	GTF2E2	-0.481910516	-0.331421138	-0.247540772	-0.209093048	-0.491696809	-0.432842909	-0.766909298	-0.491411335	-0.449330663	-0.522677395
P29120	5122	PCSK1	0.897557222	0.718262357	0.658779796	0.68107817	0.718789561	0.68012681	0.753704153	0.772898605	0.693099072	0.630636305
P29122	5046	PCSK6	0.410151605	0.444153229	0.565439577	0.392044133	0.535294201	0.653943138	0.915680395	0.479627885	0.462196551	0.439839669
P29144	7174	TPP2	0.097759832	0.139677356	0.130582697	0.126515157	0.085869202	0.078941542	0.120659717	0.085508474	0.09795024	0.090445306
P29218	3612	IMPA1	0.421141754	0.389045117	0.319475932	0.311651918	0.318507479	0.332110711	0.448172975	0.374123581	0.24720138	0.338817864
P29279	1490	CCN2	0.056451058	0.121936516	-0.361933257	0.468668105	-0.050467547	-0.016631705	0.217613695	0.002334049	-0.028920316	0.063197346
P29317	1969	EPHA2	-1.1252288	-0.208739745	0.036819198	-0.10014814	-0.855579571	-0.005168038	-0.109892531	-0.122666934	-0.544845498	-0.345499621
P29320	2042	EPHA3	0.134344904	-0.196728	-0.048986492	-0.049541009	-0.169600788	0.174154538	-0.697307888	-0.109270331	0.175177466	-0.058542151
P29323	2048	EPHB2	0.424469152	0.450212036	0.385560275	0.440587728	0.366902547	0.401820916	0.356068443	0.441905078	0.519447839	0.431184809
P29350	5777	PTPN6	-1.023557674	-0.726651449	-1.171700747	-1.243673175	-0.606921983	-1.182327574	-0.828997161	-1.210084878	-1.160090043	-0.636816265
P29353	6464	SHC1	-0.323526948	-0.171883487	-0.367270788	-0.53944524	-0.074237437	-0.09790268	-0.208566471	-0.54821153	-0.645066898	-0.224615055
P29372	4350	MPG	-0.449143728	0.029631867	-0.074806007	-0.351959016	-0.11689808	-0.060217872	-0.044921657	-0.102221265	-0.210246103	-0.02928019
P29373	1382	CRABP2	-0.710506538	-0.601098823	-0.711396482	-0.036033137	-1.524128415	-0.534477304	-0.610107472	-0.620401413	-0.69874965	-0.940324213
P29374	5926	ARID4A	-0.041840948	-0.115566115	-0.194044552	-0.326032025	0.08225675	-0.334019851	-0.18576505	0.152567348	-0.035626373	0.131610173
P29375	5927	KDM5A	-0.050183923	-0.27136964	-0.382077817	-0.049671057	-0.037136572	-0.405912661	0.114120086	-0.168713853	-0.277565489	0.110330515
P29401	7086	TKT	-0.009817931	0.101714641	0.07985803	0.043160298	0.068257979	0.096717072	0.229547842	0.03272752	-0.003787492	-0.03088645
P29466	834	CASP1	-0.234982018	-0.980295073	-0.866404675	-0.841410325	-0.839555829	-0.603597869	-0.184079289	-0.817142212	-0.511735463	-1.516519725
P29474	4846	NOS3	0.202993805	0.149471182	-0.165644201	0.406999028	0.177680605	NA	0.569394285	NA	NA	0.36797598
P29475	4842	NOS1	0.933892005	0.693380676	0.850545885	0.816156997	0.832993493	0.789271362	0.995174437	0.958097534	0.689316013	0.789791007
P29536	25802	LMOD1	0.182508572	-0.545630421	-1.412448058	0.164535014	-0.268121108	-0.565673223	0.014942775	-0.55005567	-0.163704699	-0.162385859
P29558	5937	RBMS1	-0.371456309	-0.009475555	-0.392527838	-0.216314341	-0.679259772	-0.279172252	-0.404419677	-0.69386756	0.009168034	-0.157075311
P29590	5371	PML	-1.107108327	-1.301815898	-0.793273165	-0.781272723	-1.110033388	-0.653386826	-0.97926313	-0.763236303	-0.757554063	-0.63218453
P29597	7297	TYK2	-0.238137811	0.046130302	0.084048614	0.069898638	0.178965832	0.096956165	-0.099312674	0.135728329	-0.038047469	0.030280166
P29622	5267	SERPINA4	-1.169267137	-1.148105901	-1.045381482	-1.27112807	-1.551346829	-1.018227893	-1.438915504	-0.838648499	-0.978216477	-1.239722723
P29692	1936	EEF1D	-0.13693585	0.05327715	-0.09366452	-0.109408741	0.044824383	-0.11909442	-0.05981603	-0.295155434	-0.261937418	-0.197889038
P29728	4939	OAS2	-1.539368815	-0.682958287	-0.969745665	-1.862294251	-1.941261049	-1.226477423	-1.1931383	-1.480733828	-0.861307539	-0.682913428
P29762	1381	CRABP1	0.235241086	-0.189960014	0.017606318	0.421748462	-0.904275748	-0.518499516	-0.997275666	-0.095225541	0.006349511	0.104659183
P29966	4082	MARCKS	0.379477942	0.220766072	0.326529111	0.447713845	-0.027424586	0.241434197	0.320046997	0.249392228	0.220313552	0.361821903
P29972	358	AQP1	0.119944155	-1.112019642	-0.792678435	0.211828239	-0.786597676	0.266089816	-0.246471465	-1.896411052	-0.945220374	-1.044781649
P29992	2767	GNA11	0.325879933	0.325572225	0.331552397	0.290796319	0.339398637	0.334318	0.498153301	0.199127505	0.320681402	0.399707744
P30038	8659	ALDH4A1	0.280441416	0.328480778	0.212972884	0.451423509	0.423364355	0.224452088	0.300226174	0.353598626	0.224650872	0.308895128
P30039	64081	PBLD	0.366314885	0.193126238	0.25929356	0.296431578	0.184099909	0.270845225	0.38195885	0.07322422	0.044909665	0.133187021
P30040	10961	ERP29	-0.116524828	-0.233013039	-0.09905406	-0.127182395	-0.159664098	-0.167111773	-0.12713362	-0.155407579	-0.089881061	-0.326729426
P30041	9588	PRDX6	0.262450277	0.18598623	0.160669774	0.080734469	0.156465548	0.040592983	0.184619283	0.051808826	-0.091935955	0.271132844
P30043	645	BLVRB	-0.421050387	-0.407814516	-0.333062531	-0.324410249	-0.537389189	-0.389982208	-0.222194836	-0.589150438	-0.475436494	-0.447041816
P30044	25824	PRDX5	0.402697235	0.487567851	0.444768849	0.396486267	0.56086291	0.48434676	0.480914366	0.451548484	0.450748595	0.6286166
P30046	1652	DDT	0.123196835	-0.286773372	0.263040667	0.150415602	-0.341709606	0.005538397	-0.082923739	0.282190327	0.076417796	0.176787275
P30047	2644	GCHFR	0.16749781	0.455299026	0.03085441	0.126635485	0.344326955	-0.045424672	-0.003531789	0.105787572	NA	0.136938208
P30048	10935	PRDX3	0.568896901	0.332236776	0.518542815	0.519451504	0.506576469	0.50986927	0.672077282	0.445060828	0.486425186	0.581251584
P30049	513	ATPD	0.685437597	0.678430143	0.536420871	0.457538989	0.378202854	0.283138298	0.817916602	0.734042719	0.519908669	0.677539615
P30050	6136	RPL12	-0.282990587	-0.172368868	-0.328489169	-0.423956127	-0.377132496	-0.321641894	0.053747963	-0.472606914	-0.292284042	-0.226308459
P30084	1892	ECHS1	0.725342121	0.651311833	0.675847668	0.780676614	0.713898231	0.565394526	0.713637192	0.736514974	0.725673529	0.723561398
P30085	51727	CMPK1	0.150065231	0.195317401	0.021585412	0.154405869	0.087233686	0.063246807	0.152703909	-0.012996466	0.090392062	0.063448132
P30086	5037	PEBP1	0.487310646	0.4834022	0.55671273	0.449630588	0.593743554	0.556610994	0.560305816	0.415275389	0.281263464	0.404490676
P30101	2923	PDIA3	-0.612286141	-0.467643911	-0.34091521	-0.586354698	-0.300682563	-0.516398743	-0.25572905	-0.671655908	-0.568654884	-0.732001207
P30153	5518	PPP2R1A	0.426780075	0.372786621	0.420303179	0.404851658	0.374340396	0.471267767	0.356867503	0.430957195	0.364688727	0.358219296
P30154	5519	PPP2R1B	-0.071093412	-0.133542768	0.060263359	-0.237502092	-0.059186652	0.025289945	0.090741121	-0.21845395	-0.165913698	-0.228524131
P30260	996	CDC27	-0.109454967	-0.058597559	0.011326633	-0.05055737	0.008149339	-0.03817278	-0.109768731	-0.06347445	-0.036426916	-0.123625457
P30273	2207	FCER1G	-0.951198457	-2.696727635	-1.775366818	-2.255985557	-1.656791435	-1.151773595	-2.071817141	-2.170887795	-1.758303049	-2.108499407
P30279	894	CCND2	0.15372411	-0.005647496	-0.293766373	0.115439444	-0.070388027	NA	NA	-0.174297559	0.319670229	0.084463603
P30291	7465	WEE1	-0.377658505	-0.475009272	-0.200708084	-0.204539228	-1.115800318	-0.121533055	-0.314579037	-0.228645517	-0.535902989	-0.160623424
P30405	10105	PPIF	0.359808826	0.341180893	0.309235457	0.416547344	0.245394627	0.362592558	0.447793142	0.444664195	0.326763261	0.418536539
P30414	4820	NKTR	-0.543796729	-0.391836163	-0.223249442	-0.358604268	-0.380476427	-0.093058996	-0.757589184	-0.197724335	-0.613382895	-0.140666484
P30419	4836	NMT1	0.095319598	0.081157041	0.053736287	0.112252173	0.159195996	0.046681377	0.028669535	0.020796341	0.125178724	0.096569264
P30511	3134	HLA-F	0.058225303	-0.36006569	-0.603413939	-0.048025512	-0.137639358	-0.147079366	0.045260608	-1.106471905	-0.368584153	-0.499858917
P30519	3163	HMOX2	0.51282753	0.438236193	0.46863203	0.520132327	0.43744163	0.382230985	0.438830146	0.519159634	0.441809898	0.413888929
P30520	159	PURA2	0.282276243	0.294764919	0.28713278	0.235939726	0.273015718	0.27444531	0.354130048	0.273684785	0.2508999	0.2025737
P30530	558	UFO	-0.047903548	-0.365937944	-0.18114739	-0.110142094	-0.264543693	0.322187267	0.183300551	0.001287404	0.146818452	0.859680326
P30531	6529	SLC6A1	1.835703107	1.424078482	2.393298582	1.386655651	1.508890406	1.014424705	0.654710445	1.926654572	1.13662448	1.63773598
P30533	4043	LRPAP1	-0.523916647	-0.350064784	-0.329810767	-0.289928832	-0.83770541	-0.445507422	-0.360306589	-0.604966278	-0.418841735	-0.577640033
P30536	706	TSPO	-0.773393149	-0.219707383	-1.044344438	-0.346893592	-1.233321197	-1.083844887	-0.372301961	-0.5449739	-0.403904772	-0.701048748
P30542	134	AA1R	0.715505001	0.568597337	0.747213474	0.712354212	0.69331624	0.756856296	0.524519371	0.678354097	0.880999695	0.498373223
P30566	158	PUR8	-0.314062045	-0.585718797	-0.190392628	-0.280274199	-0.310899746	-0.284076425	-0.517006663	-0.284283629	-0.457546057	-0.703859326
P30613	5313	PKLR	-0.152662698	-0.102532348	-0.819809348	-0.554806715	-0.299786291	-0.160354064	-0.197711392	-0.367555936	-0.249647507	-0.413047624
P30622	6249	CLIP1	0.184108874	0.131904959	0.144415849	0.152097066	0.099035278	0.149364153	0.182097792	0.113079186	0.147682973	0.108687124
P30626	6717	SRI	-0.140143646	-0.109071791	-0.064281303	-0.029942136	0.11685051	-0.116201768	0.038448928	0.060275695	-0.068970739	-0.046547487
P30711	2952	GSTT1	0.617498794	0.302422501	0.394797992	0.784832403	0.515751114	0.431709383	0.517483964	0.258692158	0.602356575	-1.844034128
P30740	1992	SERPINB1	-1.604504566	-0.91721425	-1.12493608	-1.040388329	-0.353177377	-0.949795376	-1.177683203	-0.575154552	-1.104280925	-0.967018884
P30825	6541	SLC7A1	0.091683595	0.03030703	0.027491541	0.281487233	-0.128335266	-0.470436685	-0.027421979	0.014808383	0.128380392	-0.193680985
P30837	219	AL1B1	0.353365076	0.455680647	0.531392116	0.52947087	0.550048599	-0.837034767	0.263805525	0.354287507	0.371399415	0.452033476
P30876	5431	POLR2B	-0.245598987	-0.244704896	-0.417906109	-0.379088335	-0.182693702	-0.267006176	-0.333001356	-0.2716517	-0.326261828	-0.275165056
P31040	6389	SDHA	0.812575771	0.645956024	0.619194454	0.728910055	0.615523556	0.600112077	0.714382428	0.688408115	0.702078141	0.703082561
P31146	11151	CORO1A	0.234823017	0.189107203	0.254505229	0.181636211	0.293578018	0.319305809	0.173998823	0.307451042	0.399505415	0.119306265
P31150	2664	GDI1	0.463577447	0.513630842	0.535072162	0.41911175	0.520564235	0.54875748	0.577085455	0.445243743	0.41059166	0.41800152
P31152	5596	MAPK4	-0.211469292	-0.249991871	-0.175260971	-0.432235075	-0.113169212	0.059707491	0.154698044	-0.146940694	-0.1080969	0.191376539
P31153	4144	MAT2A	0.123568434	0.17405729	0.121463637	0.08565928	0.078592173	0.135229139	0.223759531	0.123136821	0.176319483	0.151840764
P31321	5575	PRKAR1B	0.852910023	0.660510974	0.819677756	0.957746966	0.661169241	0.807627052	0.70853166	0.828939128	0.756043951	0.602472697
P31323	5577	PRKAR2B	1.1510202	1.158358749	0.945069281	1.069484063	0.975530614	0.922362435	1.149534467	1.159052244	1.053414044	1.340208664
P31327	1373	CPS1	0.092447972	0.204226891	0.159712007	0.092579363	0.050746922	0.164514789	-0.004285305	0.1395485	-0.054845015	-0.069753426
P31350	6241	RRM2	-0.388151638	-1.270642003	-0.263093428	-1.37022663	-1.590588296	-0.132080328	0.119974052	-0.69742287	-0.081922903	-0.418901688
P31431	6385	SDC4	0.295180167	0.45857794	0.193041574	-0.189519827	0.631141532	0.615128347	0.211692731	0.263832011	0.070964934	0.489218516
P31483	7072	TIA1	-0.745236941	-0.254636012	-0.551464663	-0.567816647	-0.043536522	-0.074817274	-0.453642677	-0.336051038	-0.290716118	-0.298218931
P31629	3097	HIVEP2	0.434945679	0.635663319	0.254890921	0.502264151	0.61579482	NA	0.700466145	0.480692737	NA	0.583168613
P31641	6533	SLC6A6	NA	0.443792371	-0.121142861	-0.018105209	0.154736237	NA	-0.023575132	-0.249874319	0.243982859	0.159178615
P31644	2558	GABRA5	1.186129752	0.337145399	0.926741985	0.93542713	0.803676336	1.342474174	0.788176153	1.219141923	1.094010933	1.060397458
P31689	3301	DNAJA1	0.194571959	0.21058841	0.246635419	0.229707756	0.159673121	0.257713155	0.25876773	0.215549479	0.181534721	0.184685891
P31749	207	AKT1	-0.15630812	-0.105849389	0.070142897	-0.032175933	-0.018920577	-0.169719373	-0.285598543	-0.17205706	-0.301115489	-0.142345858
P31751	208	AKT2	-0.416324358	-0.32524715	-0.645476428	-0.178886747	-0.709811533	-0.240577508	-0.949301862	-0.182378213	-0.585249169	-0.472759889
P31930	7384	UQCRC1	0.783303993	0.762146228	0.874498932	0.800800554	0.774383273	0.617928274	0.657445289	0.974186726	0.849101773	0.867279641
P31937	11112	HIBADH	0.342031091	0.368840513	0.385392689	0.242141896	0.254636355	0.136269321	0.317048585	0.388218707	0.295368478	0.309750618
P31939	471	PUR9	0.104519484	0.022702451	0.03225921	0.071885778	-0.051939331	0.08761532	0.147605804	-0.002485541	0.100559001	0.043427877
P31942	3189	HNRNPH3	-0.124478483	-0.099656256	-0.134109804	0.098750166	-0.093736729	-0.025136489	0.155904355	-0.137268517	-0.092312463	-0.057733202
P31943	3187	HNRNPH1	-0.289969898	-0.429632667	-0.540824293	-0.098387671	-0.364484009	-0.299373061	-0.105059008	-0.418567409	-0.1721549	-0.532019783
P31946	7529	YWHAB	0.415737465	0.395810963	0.38404592	0.326841228	0.576313103	0.370356318	0.661977475	0.427782023	0.377268652	0.56989187
P31947	2810	SFN	-0.642777384	-0.2642377	-0.639933337	-1.327291308	-0.579478728	-0.714100547	-0.084970114	-1.163873261	-1.701104133	-1.119992283
P31948	10963	STIP1	0.104084412	0.132580769	0.133503014	0.200264505	0.137891211	0.195230142	0.172173901	0.091800205	0.021691003	0.11595486
P31949	6282	S100A11	-0.86114182	-0.735422566	-1.578579382	-1.13780581	-1.256826415	-1.669086956	-1.537165637	-0.591300082	-1.585598286	-0.463612758
P31994	2213	FCGR2B	0.042322738	-1.635457627	-1.370395074	-0.706329042	-0.157671426	0.064589898	0.059691467	-3.032654839	-0.920637468	-0.529277645
P31997	1088	CEACAM8	-1.300066057	-0.494852314	-2.063063399	-0.720526044	0.042414941	-0.005915318	0.068154281	NA	0.462763094	0.285606003
P32004	3897	L1CAM	1.75646544	1.559168672	1.327628415	1.195314719	1.346454959	1.668307125	1.354155371	1.674509931	1.272351	1.760377662
P32019	3633	INPP5B	-0.113333248	-0.016294538	-0.39758207	-0.282279356	-0.089706319	0.027719658	-0.134332595	-0.101008202	-0.213896096	0.062150045
P32119	7001	PRDX2	0.203790275	0.032756229	0.071211402	0.162041935	-0.018437916	0.119527285	0.166729522	0.11025171	-0.054037239	0.07234663
P32121	409	ARRB2	0.093742965	0.079387871	0.051973984	0.03340071	0.101672643	0.039765448	0.142097552	0.184463132	0.15897361	0.114942742
P32189	2710	GK	0.585472147	0.473601695	0.463052653	0.494737731	0.66376397	0.502257456	-0.120568586	0.614255667	0.696336135	0.796539088
P32246	1230	CCR1	-1.416703459	-0.902700449	-1.20805856	-0.44028219	-0.23446386	-0.357294138	-0.02131989	-0.389174286	-1.425779474	-1.058440114
P32320	978	CDD	-0.530984215	-0.16374514	-0.630407922	-0.222832905	-0.079176236	-0.744399465	0.181826768	-0.236448392	-0.766132929	-0.023336802
P32321	1635	DCTD	-0.556970751	-0.715779364	-0.553227721	-0.571268377	-1.011174364	-0.590741251	-0.124109682	-0.123148991	-0.803416152	-0.305865678
P32322	5831	PYCR1	-0.274284319	-0.157475137	-0.782764177	-0.13487801	-0.574905107	-0.19285464	-0.158761501	-0.406424289	-0.491877522	-0.666642288
P32418	6546	SLC8A1	0.807421236	0.80159732	1.037954135	1.084222009	0.896085543	0.8701187	0.735678069	0.860308707	0.838723688	1.003347392
P32455	2633	GBP1	-2.07401571	-1.552897159	-0.413316404	-1.711651324	-1.9826808	-2.285962741	-0.946871594	-2.089452566	-1.744913601	-1.651654604
P32456	2634	GBP2	-1.244959147	-1.401833508	-0.742315187	-1.604845628	-1.570329311	-1.896136364	-1.460314908	-1.503303655	-1.069405059	-1.640457537
P32519	1997	ELF1	-0.233271749	-0.894891887	-1.006559849	-1.044172561	0.322003297	0.095979905	-0.145320044	-0.201490263	0.030616293	-0.135055524
P32780	2965	GTF2H1	-0.275866531	-0.298220306	-0.001420804	-0.18037336	-0.235067862	0.125836324	-0.81499866	0.144344623	-0.193773227	-0.261805541
P32856	2054	STX2	0.035370603	0.040812705	-0.256001654	0.027429864	-0.252262223	0.005886916	0.091279868	-0.182665426	-0.158130609	-0.17193337
P32929	1491	CTH	0.067766105	0.079277577	0.257186129	0.220157049	0.053852442	0.128351116	0.024541912	0.205096923	0.219264523	0.200698062
P32942	3385	ICAM3	0.031924003	-0.096079367	-0.823300249	-0.670464284	0.102308573	-0.624707186	-0.020589126	0.008044434	0.730767582	0.134266564
P32969	6133	RPL9	-0.501569777	-0.119664547	-0.166681221	-0.384188588	-0.101454035	-0.173977361	-0.26826985	-0.483385652	-0.744441925	-0.383228032
P33121	2180	ACSL1	-0.032871016	0.02727477	-0.014434334	0.135003327	0.00461161	0.071345981	0.08016829	0.036748598	0.137604043	0.101537412
P33151	1003	CDH5	-0.245769239	-0.577771271	-0.074687184	-0.433343351	-0.816395218	-0.463510468	-0.312504375	-0.279513294	-0.293355647	-0.174831951
P33176	3799	KIF5B	-0.15423829	-0.04710116	-0.211823238	-0.184136283	-0.055760537	-0.101790992	-0.040196384	-0.225509313	-0.272190928	-0.145194009
P33240	1478	CSTF2	-0.642108466	-0.097795112	-0.271616788	-0.39094201	-0.404254656	-0.35252282	-0.294404307	-0.292649092	-0.170501399	0.023229968
P33241	4046	LSP1	-1.174475621	-1.004459255	-1.894354935	-0.704513961	-0.863251998	-0.746061003	-1.381707766	-0.84056167	-1.273593933	-0.838499191
P33316	1854	DUT	0.194122458	0.244377735	0.194184726	0.092691741	0.193882285	-0.008216133	0.227856798	0.111707032	0.242706624	0.338040411
P33402	2977	GUCY1A2	0.812082243	0.803065572	0.91351424	0.798477958	0.648732455	0.708130935	0.74608269	0.831045242	0.780703731	0.89671137
P33527	4363	ABCC1	-0.423882604	-0.185936724	0.119081996	-0.016868385	0.059603956	-0.10255412	-0.124485368	-0.086951129	-0.035389533	0.031043935
P33764	6274	S100A3	-0.79027398	-0.321540058	-0.610935617	-0.459353715	-2.897762616	-1.889824484	-2.016054894	-1.751656877	-0.526709282	-2.658513932
P33897	215	ABCD1	-0.354303471	-0.519397053	-0.093278541	-0.848790346	-0.21290222	-1.171605294	-0.356930161	-0.559375163	-0.075538056	-0.59367112
P33908	4121	MAN1A1	0.251933022	-0.58305515	0.141152515	0.390362897	-0.310523982	-0.31185345	-0.132913351	-0.501693458	0.001538679	-0.417760039
P33991	4173	MCM4	-0.959063762	-1.82047553	-0.496666313	-1.069433135	-1.105644176	-1.105160454	-0.900359669	-1.202687228	-1.44632478	-1.236972295
P33992	4174	MCM5	-1.160725675	-1.860012765	-0.997703661	-1.277263551	-0.889911183	-2.10549686	-1.325287975	-1.328620044	-1.852874782	-1.229978772
P33993	4176	MCM7	-0.77679243	-1.443732693	-0.811834145	-1.049044245	-1.062264031	-0.810232078	-1.783945244	-1.592287326	-1.471097831	-1.372857967
P34059	2588	GALNS	-0.175876667	-0.011158165	-0.303402251	-0.03591864	0.084886971	-0.292343651	0.035834498	-0.181243437	-0.005739891	-0.048290656
P34096	6038	RNASE4	-0.073397179	-0.068844932	-0.142615376	-0.191532158	-0.327127936	-0.090799173	0.267426462	-0.695650315	-0.572902106	-0.204593296
P34741	6383	SDC2	-0.151603336	-0.068197173	-0.330522911	0.231374292	0.138935567	-0.19542416	-0.90974205	0.087088213	0.103188276	0.274117387
P34810	968	CD68	0.095118008	-0.003615404	-0.008724444	-0.428675177	0.390860223	NA	0.464737004	0.042850454	0.040099142	-0.012326593
P34896	6470	SHMT1	-0.230322144	-0.15414542	-0.209847498	-0.292639618	-0.409484877	-0.428792945	-0.013792019	-0.324065468	-0.375604043	-0.390585385
P34897	6472	SHMT2	-0.378991996	-0.341572021	-0.262442268	-0.078599732	-0.237630878	-0.501237633	-0.60430897	-0.179298855	-0.420240647	-0.610059037
P34903	2556	GABRA3	0.956757743	1.052623116	0.606680915	1.25920192	0.748171019	0.744250701	0.739871353	0.910756078	1.060559877	1.387441277
P34910	2124	EVI2B	-0.650913448	-0.700740537	-1.8433411	-1.231086189	-1.756836931	-0.496000719	-0.499239683	-1.365041366	-0.349345256	-0.634893428
P34913	2053	EPHX2	0.195939994	0.111990067	0.113722937	0.181854393	0.466786656	-0.948205634	0.543197191	0.305170858	0.166547685	0.250385839
P34931	3305	HSPA1L	0.298679672	0.353469628	0.351786136	0.331285628	0.302977862	0.506986858	0.584990215	0.352923764	0.38918031	0.279107576
P34932	3308	HSPA4	0.246061561	0.222079282	0.312475464	0.287175386	0.228020185	0.252237678	0.284688413	0.253217576	0.237501341	0.170051451
P34947	2869	GRK5	0.473208715	0.598561974	0.384219589	0.483824448	0.665799023	0.455984405	0.307441192	0.524278642	0.317783376	0.461532475
P34949	4351	MPI	0.349809533	0.398970836	0.440141278	0.442147862	0.320662171	0.364764176	0.541026606	0.310740713	0.347334211	0.463188572
P35030	5646	PRSS3	0.152213686	0.312804485	0.21047378	-0.151788552	0.126488858	-0.012587287	0.110260138	0.125848033	NA	0.003962516
P35052	2817	GPC1	0.034550338	-0.220987675	-0.045526113	0.123795851	0.021508808	-0.104031873	-0.163690412	-0.04809667	-0.011840943	-0.145785916
P35080	5217	PFN2	0.431193613	0.31130209	0.272551063	0.425504368	0.356616338	0.491597014	0.595347936	0.398032451	0.302759832	0.335420563
P35219	767	CAH8	0.123093834	0.148753505	0.290189274	0.218363642	-0.481674456	0.222737136	0.475406449	0.132691575	0.099310576	0.220050401
P35221	1495	CTNNA1	-1.057349285	-1.387667507	-0.81060527	-0.958535902	-1.194553337	-1.469071199	-0.951644978	-1.304671506	-0.894918313	-1.17794959
P35222	1499	CTNNB1	0.356131548	0.285447105	0.285867462	0.282431595	0.394289613	0.316815075	0.347561262	0.317539977	0.374565922	0.331346665
P35226	100532731	COMMD3-BMI1	-0.307050869	-0.120994205	0.031839798	-0.388035613	-0.193139613	-0.090690051	-0.26373226	0.273967686	-0.329538896	-0.116361863
P35227	7703	PCGF2	-0.159666865	0.195643538	-0.204885758	-0.168956936	-0.391602316	0.131911977	-0.093170593	-0.062270665	-0.187597217	0.251570585
P35228	4843	NOS2	0.291462542	0.286484517	0.428401958	-0.153077703	-0.596643039	NA	-0.478339393	-0.12831759	-0.105991745	NA
P35232	5245	PHB1	0.337254765	0.292711285	0.280894545	0.419988223	0.290968533	0.272552334	0.381446903	0.320582913	0.411880354	0.345362193
P35236	5778	PTPN7	-1.403660349	-0.767632794	-0.495331375	-0.937434603	-0.197132677	-0.26528494	-0.823443465	-0.621909137	-0.051375607	0.449416447
P35237	5269	SERPINB6	-1.328584756	-0.917924874	-1.114588827	-0.689974234	-0.715911643	-0.646843426	-1.181864236	-0.429876876	-0.342050743	-1.182172582
P35240	4771	NF2	-0.029574754	-0.104481443	-0.171592027	-0.121395992	-0.004010141	-0.096055103	-0.064153164	-0.018088543	-0.066098559	-0.069860922
P35241	5962	RDX	-1.061196031	-0.774412638	-0.720729745	-0.777156769	-0.859033759	-0.328401808	-0.285921917	-0.984264433	-0.780704726	-0.955515177
P35244	6119	RPA3	-0.311641391	-0.118708254	-0.208419471	-0.346261549	-0.426729499	-0.40911512	-0.14594541	-0.469914125	-0.60894919	-0.59739262
P35249	5984	RFC4	-1.191030573	-0.892830425	-0.939528174	-0.494852286	-0.853612292	-0.835138531	-0.73185049	-0.934138657	-0.767120228	-0.971283851
P35250	5982	RFC2	-0.755372225	-0.827313784	-0.810037647	-0.990888438	-1.013756782	-0.720702135	-0.711406859	-0.594125812	-0.691192271	-0.831119716
P35251	5981	RFC1	-0.594075219	-0.708858638	-0.607233261	-0.575790399	-0.564545818	-0.240930496	-0.251256153	-0.322883343	-0.484054832	-0.594660576
P35268	6146	RPL22	-0.017485031	-0.000622966	-0.031283791	-0.345095472	0.152942019	-0.219068661	-0.168544147	-0.136451307	0.177644671	0.035244882
P35269	2962	GTF2F1	-0.537195477	-0.352733363	-0.615004386	-0.383126836	-0.432077968	-0.644524712	-0.656940762	-0.793778707	-0.246890057	-0.400021735
P35270	6697	SPR	0.154873608	0.237670716	0.2554117	0.291588284	0.25149944	0.222479253	0.376329286	0.242039796	0.225464245	0.383167391
